V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr13	107468822	107470822	AI197445	1	11	9	14	13	10	11	1.55555555555556	-1.3	2.81294683474131	8.08346353998288e-05
chr13	49681100	49683100	Iars	10	16	4	9	14	15	1.6	2.25	1.07142857142857	1.08487080700144	0.0709923585645071
chr13	80882384	80884384	Arrdc3	4	13	5	10	17	22	3.25	2	1.29411764705882	-1.60908423937701	1.87003613032875e-18
chr7	127559085	127561085	Tmem265	9	4	5	5	5	3	-2.25	1	-1.66666666666667	-1.93631296036551	0.000581085406372092
chr6	52164674	52166674	Hoxaas2	10	24	15	21	11	24	2.4	1.4	2.18181818181818	1.08000712042922	0.803205720261049
chr6	52157432	52159432	Hotairm1	7	9	7	6	9	7	1.28571428571429	-1.16666666666667	-1.28571428571429	1.5741069285084	0.028986754061829
chr13	73936811	73938811	Brd9	4	7	3	9	16	9	1.75	3	-1.77777777777778	1.23812234667087	5.76447264449579e-09
chr13	64431314	64433314	Cdk20	6	4	10	5	15	10	-1.5	-2	-1.5	-1.09159237145886	0.582134138609367
chr13	14629154	14631154	AW209491	4	11	10	7	23	14	2.75	-1.42857142857143	-1.64285714285714	1.25655042483984	0.00335706556685126
chr13	30658999	30660999	Dusp22	6	10	7	12	12	13	1.66666666666667	1.71428571428571	1.08333333333333	1.01113761624689	0.900708858299826
chr13	4048011	4050011	Akr1c14	6	4	3	6	2	4	-1.5	2	2	-2.45581051186294	0.0284842641209598
chr14	20347162	20349162	Fam149b	5	16	7	13	24	23	3.2	1.85714285714286	-1.04347826086957	-1.08951702026628	0.0699772206938554
chr14	67714937	67716937	Kctd9	9	11	2	5	11	16	1.22222222222222	2.5	1.45454545454545	1.10312978366429	0.00691202541117817
chr14	55670941	55672941	Gmpr2	5	8	4	9	9	16	1.6	2.25	1.77777777777778	1.10175878757718	0.0903559993813813
chr14	34374465	34376465	Mmrn2	5	8	7	14	4	1	1.6	2	-4	1.47201748698047	0.668812672979978
chr14	54253188	54255188	Abhd4	1	6	2	10	17	7	6	5	-2.42857142857143	1.15311083493415	5.33722989388217e-06
chr14	120274669	120276669	Mbnl2	5	14	8	6	19	17	2.8	-1.33333333333333	-1.11764705882353	1.18909220501724	2.36579559876277e-11
chr14	70456476	70458476	Phyhip	1	3	7	6	7	7	3	-1.16666666666667	1	-1.66806039597766	0.504297688627161
chr14	55053945	55055945	Thtpa	3	8	3	7	5	4	2.66666666666667	2.33333333333333	-1.25	-1.01636012945411	0.850643049004552
chr14	73122037	73124037	Rcbtb2	8	9	7	8	8	7	1.125	1.14285714285714	-1.14285714285714	-1.14990145041638	0.00340229467963192
chr14	25693154	25695154	Ppif	8	9	5	6	13	7	1.125	1.2	-1.85714285714286	-1.56365775420905	4.46633313269291e-17
chr15	95789843	95791843	Ano6	3	15	6	9	16	16	5	1.5	1	2.80288459840304	1.21558631331085e-243
chr15	75908735	75910735	Tigd5	7	9	4	5	17	21	1.28571428571429	1.25	1.23529411764706	1.39078598865367	6.71422344654073e-06
chr15	79515411	79517411	Kdelr3	6	9	6	8	18	10	1.5	1.33333333333333	-1.8	3.35136381483253	0
chr15	5142861	5144861	Prkaa1	4	9	5	14	20	18	2.25	2.8	-1.11111111111111	-1.23216773466341	1.32345646675061e-10
chr15	98707207	98709207	Ccdc65	5	5	10	13	6	6	1	1.3	1	1.14423770370817	0.757809374827944
chr15	80976765	80978765	Sgsm3	4	7	9	11	11	11	1.75	1.22222222222222	1	1.18263268910528	0.0211998319175311
chr15	55556408	55558408	Mtbp	5	10	2	13	18	18	2	6.5	1	-1.41605154890725	0.000249513190647832
chr15	73511560	73513560	Dennd3	3	3	8	7	11	10	1	-1.14285714285714	-1.1	2.19017663390282	0.0892798819911939
chr15	103452794	103454794	Nckap1l	2	3	6	8	8	4	1.5	1.33333333333333	-2	1.26597819390573	0.835883030540025
chr15	81935759	81937759	Csdc2	12	14	16	23	9	13	1.16666666666667	1.4375	1.44444444444444	-1.88521891529486	1.40326709501743e-15
chr15	9275888	9277888	Ugt3a1	5	7	6	12	9	10	1.4	2	1.11111111111111	1.20969108179694	0.664627906022612
chr15	85579252	85581252	AU022754	3	3	10	7	7	7	1	-1.42857142857143	1	1.15635109392057	0.917146487563814
chr15	102295266	102297266	Espl1	11	14	9	9	15	16	1.27272727272727	1	1.06666666666667	-2.32709174720042	7.66236505410134e-13
chr15	78876190	78878190	Gga1	7	7	6	9	10	15	1	1.5	1.5	1.10562339330529	5.73716215197291e-05
chr15	102278454	102280454	Mfsd5	5	16	5	9	19	13	3.2	1.8	-1.46153846153846	1.24025813898736	6.27820061785918e-09
chr16	64850996	64852996	Cggbp1	8	9	2	4	17	8	1.125	2	-2.125	-1.03305538732643	0.304143620058242
chr16	13779708	13781708	Rrn3	6	21	5	13	19	15	3.5	2.6	-1.26666666666667	-1.14861224822421	6.06692497614675e-08
chr16	33184071	33186071	Osbpl11	4	13	4	8	18	9	3.25	2	-2	-1.00521217204937	0.90631030048863
chr16	17068696	17070696	Ypel1	2	14	8	15	13	15	7	1.875	1.15384615384615	-1.09061858714021	0.423617686329617
chr17	8310102	8312102	Sft2d1	9	26	6	10	23	23	2.88888888888889	1.66666666666667	1	1.25793562648549	1.58386503546176e-06
chr17	34588806	34590806	Gpsm3	4	17	12	5	20	12	4.25	-2.4	-1.66666666666667	-1.31386503621901	0.190242153130758
chr17	83214292	83216292	Pkdcc	3	6	8	6	22	12	2	-1.33333333333333	-1.83333333333333	2.38805195221453	8.96268105963995e-81
chr17	46296421	46298421	Dlk2	2	12	8	10	17	15	6	1.25	-1.13333333333333	-2.65346275614093	2.08938099081882e-28
chr17	35860318	35862318	Nrm	12	24	9	14	23	18	2	1.55555555555556	-1.27777777777778	-1.00310699164537	0.957917634128494
chr17	3113972	3115972	Scaf8	5	14	7	10	26	16	2.8	1.42857142857143	-1.625	-1.16453701058145	1.62920755215993e-05
chr17	57248455	57250455	Trip10	4	14	7	9	14	11	3.5	1.28571428571429	-1.27272727272727	-1.01602884208925	0.656574234685984
chr17	25015085	25017085	Ift140	2	13	3	8	19	15	6.5	2.66666666666667	-1.26666666666667	-1.37642118897679	8.30684983425147e-23
chr17	25726670	25728670	Rpusd1	4	13	6	9	19	12	3.25	1.5	-1.58333333333333	-1.26373080517088	1.65340097564524e-06
chr17	56627143	56629143	Catsperd	4	6	7	11	19	14	1.5	1.57142857142857	-1.35714285714286	2.12550021415766	0.0461850193226703
chr17	48409014	48411014	Oard1	2	23	4	8	16	14	11.5	2	-1.14285714285714	-1.25885417701852	2.73367395399686e-05
chr18	49978427	49980427	Tnfaip8	11	13	6	14	19	12	1.18181818181818	2.33333333333333	-1.58333333333333	-1.99721607141744	1.10142964792463e-40
chr18	56399337	56401337	Gramd3	5	8	9	6	4	6	1.6	-1.5	1.5	2.08558580077674	1.73345410038287e-82
chr18	67640599	67642599	Psmg2	6	13	6	7	14	21	2.16666666666667	1.16666666666667	1.5	-1.32054681046334	3.07144491557739e-11
chr19	8734827	8736827	Wdr74	9	22	7	14	21	25	2.44444444444444	2	1.19047619047619	-1.06036939298305	0.153696335100985
chr19	36925079	36927079	Btaf1	4	13	7	18	25	18	3.25	2.57142857142857	-1.38888888888889	1.0204560779513	0.612622910432748
chr19	7055810	7057810	Macrod1	1	14	7	16	18	22	14	2.28571428571429	1.22222222222222	-1.54243699069046	3.33325937562063e-20
chr19	5424144	5426144	AI837181	4	12	6	9	24	9	3	1.5	-2.66666666666667	1.22251471878948	2.22286700968054e-07
chr19	45074241	45076241	Kazald1	5	14	8	8	14	16	2.8	1	1.14285714285714	2.15257290896822	6.99729704082181e-68
chr4	129188760	129190760	Yars	5	12	2	8	23	10	2.4	4	-2.3	-1.0413777489999	0.527225660878181
chr19	10687735	10689735	Vps37c	9	15	9	19	19	21	1.66666666666667	2.11111111111111	1.10526315789474	1.05056609419643	0.344521244843095
chr19	12795193	12797193	Lpxn	6	21	2	7	18	9	3.5	3.5	-2	1.12457950306138	0.827188697734458
chr19	6995131	6997131	Trpt1	10	13	11	12	14	15	1.3	1.09090909090909	1.07142857142857	1.00105453203871	0.991992992357256
chr19	46151509	46153509	Gbf1	10	16	5	11	25	16	1.6	2.2	-1.5625	1.36321386491605	9.23214409774416e-19
chr19	25235975	25237975	Kank1	1	6	5	2	7	7	6	-2.5	1	1.26927121527684	1.2720136170189e-10
chr19	37519879	37521879	Exoc6	4	13	12	12	7	10	3.25	1	1.42857142857143	1.0278753237786	0.70860287170215
chr19	12544740	12546740	Fam111a	10	9	13	12	14	20	-1.11111111111111	-1.08333333333333	1.42857142857143	-1.87147362670829	3.59646222918192e-118
chr19	5876808	5878808	Slc25a45	5	21	5	18	10	10	4.2	3.6	1	1.07559107023455	0.321427255842208
chr19	5040354	5042354	Brms1	4	11	11	16	26	15	2.75	1.45454545454545	-1.73333333333333	1.28409504895546	7.89654293896473e-10
chr2	71387958	71389958	Hat1	5	13	7	7	16	16	2.6	1	1	-2.09024001816486	1.33713104177087e-119
chr11	84128672	84130672	Acaca	5	7	5	12	17	22	1.4	2.4	1.29411764705882	1.03881718042749	0.447116540329977
chr17	47384393	47386393	Guca1b	6	7	5	9	6	8	1.16666666666667	1.8	1.33333333333333	-3.37454949550418	0.00309399609087096
chr1	185362044	185364044	Eprs	4	16	3	5	18	16	4	1.66666666666667	-1.125	1.10486603083432	0.000620083237109015
chr2	109916647	109918647	Lgr4	2	9	6	8	17	13	4.5	1.33333333333333	-1.30769230769231	1.53947856031712	2.63926515412967e-22
chr16	20628828	20630828	Ece2	2	11	4	7	12	10	5.5	1.75	-1.2	-1.0559379490874	0.121336161327821
chr1	40323610	40325610	Il1rl2	3	6	13	10	11	8	2	-1.3	-1.375	1.31728181521006	0.00592641847444572
chr8	94665600	94667600	Arl2bp	8	14	3	9	20	17	1.75	3	-1.17647058823529	1.02848496101948	0.378459852879681
chr4	130046840	130048840	Col16a1	6	22	9	20	28	14	3.66666666666667	2.22222222222222	-2	-1.64028274283574	3.54406946657292e-53
chr12	110278068	110280068	Dio3	6	6	4	6	4	5	1	1.5	1.25	-3.66580747189472	8.71240048834122e-15
chr15	35295098	35297098	Osr2	4	7	8	10	13	14	1.75	1.25	1.07692307692308	-2.71878838270361	0.000900265543907637
chr16	34744210	34746210	Mylk	2	11	11	12	7	10	5.5	1.09090909090909	1.42857142857143	-1.31303503345581	3.41818010992233e-11
chr10	127758721	127760721	Rdh1	2	7	7	10	6	6	3.5	1.42857142857143	1	-1.16389027062429	0.552420924756634
chr3	94973731	94975731	Pi4kb	4	15	5	10	15	9	3.75	2	-1.66666666666667	1.10805818438661	0.0471252301958606
chr7	19148722	19150722	Snrpd2	8	18	4	15	13	12	2.25	3.75	-1.08333333333333	-1.09661912834571	0.0465430580850288
chr3	96171332	96173332	Sf3b4	5	13	5	15	17	18	2.6	3	1.05882352941176	-1.34593762627791	9.47651736119214e-26
chr2	112264825	112266825	Slc12a6	7	11	6	7	22	18	1.57142857142857	1.16666666666667	-1.22222222222222	1.54346008806011	2.56141325979329e-36
chr11	97040560	97042560	Mrpl10	8	13	14	17	20	25	1.625	1.21428571428571	1.25	1.03844918272937	0.282369395940802
chr1	37889477	37891477	Mrpl30	4	8	8	12	23	20	2	1.5	-1.15	-1.05342283305115	0.291961212072451
chr2	29618720	29620720	Rapgef1	3	8	5	10	6	7	2.66666666666667	2	1.16666666666667	-1.06727996625294	0.00727719682858257
chr6	90485427	90487427	Aldh1l1	4	8	5	23	12	8	2	4.6	-1.5	-1.00306102505458	0.996285099678261
chr7	81858001	81860001	Tm6sf1	4	2	4	9	7	2	-2	2.25	-3.5	-3.5261567775032	0.403306231437987
chr8	70071924	70073924	Tm6sf2	3	6	2	2	8	3	2	1	-2.66666666666667	-1.3504235657875	0.455534364667634
chr5	33819725	33821725	Nsd2	5	10	4	7	14	11	2	1.75	-1.27272727272727	-1.69258020468778	2.34439852566471e-25
chr11	4894320	4896320	Thoc5	4	10	6	11	23	17	2.5	1.83333333333333	-1.35294117647059	-1.14759061750324	2.24452790200215e-06
chr9	89209676	89211676	Mthfs	5	18	4	13	22	16	3.6	3.25	-1.375	-1.23386244097181	0.21407085359781
chr1	127204015	127206015	Mgat5	4	16	4	9	15	17	4	2.25	1.13333333333333	2.44722116541736	4.37488730570405e-142
chr6	125094981	125096981	Chd4	11	15	7	4	21	15	1.36363636363636	-1.75	-1.4	1.31021733427188	4.54356394725182e-88
chr17	47688030	47690030	Frs3	7	9	4	10	18	10	1.28571428571429	2.5	-1.8	1.13438057507463	0.242466028738081
chr5	31595938	31597938	Babam2	11	15	12	11	6	10	1.36363636363636	-1.09090909090909	1.66666666666667	1.04888972492029	0.333652849154791
chr2	127007717	127009717	Ap4e1	6	14	11	19	23	18	2.33333333333333	1.72727272727273	-1.27777777777778	1.170516425185	0.00418214833181835
chr5	115326177	115328177	Srsf9	5	12	7	8	18	12	2.4	1.14285714285714	-1.5	-1.2521624668212	1.52746771954719e-11
chr10	107270686	107272686	Lin7a	3	4	1	3	4	1	1.33333333333333	3	-4	-2.21229518599043	0.00400327981397879
chr8	27367711	27369711	Chrnb3	5	5	5	6	2	7	1	1.2	3.5	-1.44935085666841	0.865053036610337
chr3	126595302	126597302	Camk2d	4	19	5	15	17	15	4.75	3	-1.13333333333333	-1.01433173692513	0.758291924283408
chr4	117018402	117020402	Eif2b3	5	11	6	13	19	14	2.2	2.16666666666667	-1.35714285714286	-1.23690284341826	4.42763585042493e-05
chr3	97657193	97659193	Prkab2	3	8	4	9	20	13	2.66666666666667	2.25	-1.53846153846154	-1.16527023899378	0.00242656463704219
chr6	146641547	146643547	Med21	12	10	4	9	19	16	-1.2	2.25	-1.1875	1.11512450675583	0.00890715131961248
chr11	119941763	119943763	Baiap2	3	10	5	8	16	18	3.33333333333333	1.6	1.125	-1.31882573795555	1.86472639674464e-14
chr18	36663060	36665060	Eif4ebp3	1	8	6	3	7	3	8	-2	-2.33333333333333	1.80027418867697	0.271174805516093
chr18	62976831	62978831	Napg	4	10	12	8	12	8	2.5	-1.5	-1.5	1.21604159843467	0.00107736761527612
chr7	16097458	16099458	Napa	2	15	7	9	17	10	7.5	1.28571428571429	-1.7	1.37704831700603	1.20512198602419e-17
chr13	100650343	100652343	Taf9	3	18	2	7	18	15	6	3.5	-1.2	-1.458171968125	0.000310625753182683
chr1	71556150	71558150	Atic	3	12	11	10	17	17	4	-1.1	1	-1.39445980979303	5.6045695342035e-47
chr8	119909841	119911841	Galnt2	7	7	5	10	6	12	1	2	2	-1.25369764839045	5.69408194617773e-28
chr5	12382385	12384385	Sema3d	1	3	4	9	3	4	3	2.25	1.33333333333333	-2.76625895133337	0.186922072918443
chr9	90162069	90164069	Adamts7	6	8	2	11	17	11	1.33333333333333	5.5	-1.54545454545455	1.47151538518425	8.78047718924802e-10
chr13	104286835	104288835	Adamts6	11	24	2	8	23	23	2.18181818181818	4	1	1.02387587891993	0.837430367164846
chr12	76254298	76256298	Mthfd1	5	10	3	11	14	23	2	3.66666666666667	1.64285714285714	-1.61713663386397	6.46903030288174e-53
chr13	34733850	34735850	Fam50b	1	5	1	14	1	5	5	14	5	1.31020811740074	0.948589699028315
chr1	92909783	92911783	Rnpepl1	4	10	5	13	18	13	2.5	2.6	-1.38461538461538	1.15058555710889	0.00849517813082682
chr1	5069018	5071018	Atp6v1h	3	3	4	7	4	9	1	1.75	2.25	1.32898551485805	6.62464085691841e-24
chr14	77903239	77905239	Epsti1	3	3	2	4	4	3	1	2	-1.33333333333333	3.23376649035412	0.620681265297294
chr1	90601981	90603981	Cops8	10	19	10	10	14	17	1.9	1	1.21428571428571	-1.00840380925393	0.917146487563814
chr8	85491576	85493576	Gpt2	7	6	5	14	13	14	-1.16666666666667	2.8	1.07692307692308	1.42214945296045	2.79771686281886e-08
chr11	29372658	29374658	Ccdc88a	2	17	7	10	13	18	8.5	1.42857142857143	1.38461538461538	1.48234070378293	1.46052426741782e-38
chr10	77580720	77582720	Pttg1ip	3	15	5	9	17	7	5	1.8	-2.42857142857143	1.12368094235842	7.64102411656924e-06
chr4	32799253	32801253	Lyrm2	7	9	9	7	16	16	1.28571428571429	-1.28571428571429	1	-1.17770406694141	0.00420670773416635
chr12	80517277	80519277	Galnt16	4	4	3	4	5	3	1	1.33333333333333	-1.66666666666667	1.09962240496714	0.89088994130234
chr7	82866333	82868333	Mex3b	6	10	4	5	14	20	1.66666666666667	1.25	1.42857142857143	-1.500534702385	2.75957902336767e-11
chr4	109233485	109235485	Calr4	13	7	13	16	6	8	-1.85714285714286	1.23076923076923	1.33333333333333	3.33031942945932	0.645686763572289
chr14	77035772	77037772	Ccdc122	8	14	6	11	12	24	1.75	1.83333333333333	2	1.07776874446302	0.25857556711275
chr10	67095125	67097125	Jmjd1c	2	14	9	17	17	17	7	1.88888888888889	1	1.05442911726708	0.471354687458964
chr2	151701008	151703008	Tmem74b	2	5	4	3	8	3	2.5	-1.33333333333333	-2.66666666666667	-1.54226283726929	0.732778615235766
chr18	36558987	36560987	Ankhd1	2	8	4	4	8	16	4	1	2	1.09074041681027	0.018516950840207
chr2	31949139	31951139	Aif1l	5	4	8	12	12	15	-1.25	1.5	1.25	-2.50599349114081	4.62088722497518e-22
chr1	131526903	131528903	Fam72a	6	10	3	10	17	13	1.66666666666667	3.33333333333333	-1.30769230769231	-1.1490583336982	0.278176966225888
chr19	5037826	5039826	B4gat1	2	7	7	9	23	14	3.5	1.28571428571429	-1.64285714285714	-1.07223102757031	0.0273086046172369
chr11	121450949	121452949	Tbcd	5	9	8	11	20	15	1.8	1.375	-1.33333333333333	1.09166131444128	0.117705649025842
chr2	119617298	119619298	Nusap1	8	11	7	11	24	16	1.375	1.57142857142857	-1.5	-2.2751858466366	1.12451168362154e-72
chr1	183296049	183298049	Aida	7	9	4	6	20	16	1.28571428571429	1.5	-1.25	-1.01670751046749	0.692341174397161
chr4	140699541	140701541	Rcc2	3	13	6	6	21	12	4.33333333333333	1	-1.75	-1.06711263055666	0.0419243618632075
chr3	53040528	53042528	Lhfp	9	15	4	17	26	28	1.66666666666667	4.25	1.07692307692308	-1.55461505878499	3.91261502269501e-70
chr13	41248844	41250844	Smim13	14	8	3	6	11	19	-1.75	2	1.72727272727273	1.03786314799432	0.354729503169481
chr3	138142448	138144448	Trmt10a	5	15	9	7	22	11	3	-1.28571428571429	-2	1.08016658141402	0.266209834474495
chr3	152394473	152396473	Zzz3	11	14	13	13	12	14	1.27272727272727	1	1.16666666666667	-1.06727083015348	0.0354438283689841
chr1	133130143	133132143	Ppp1r15b	6	15	4	12	15	18	2.5	3	1.2	1.03826955020904	0.205596723446406
chr2	30363233	30365233	Miga2	11	14	4	12	15	13	1.27272727272727	3	-1.15384615384615	-1.15256693408097	0.00151958976932484
chr6	113637467	113639467	Irak2	9	18	12	14	27	11	2	1.16666666666667	-2.45454545454545	-1.27003351577681	0.00251371900877542
chr1	150391838	150393838	Tpr	5	11	3	8	23	19	2.2	2.66666666666667	-1.21052631578947	-1.31637498270147	2.70138456356795e-09
chr3	105703599	105705599	Inka2	4	7	6	7	12	10	1.75	1.16666666666667	-1.2	-1.36286552611589	1.24534672453575e-15
chr15	76326397	76328397	Exosc4	8	14	6	18	26	15	1.75	3	-1.73333333333333	1.04738238263346	0.374632706299748
chr19	8887926	8889926	Ints5	17	30	11	12	38	28	1.76470588235294	1.09090909090909	-1.35714285714286	-1.21191846493505	1.05587626602967e-08
chr2	4880564	4882564	Sephs1	5	11	7	5	12	14	2.2	-1.4	1.16666666666667	-1.42274902931815	9.95490097163268e-45
chr13	50416864	50418864	Fbxw17	7	10	10	5	23	15	1.42857142857143	-2	-1.53333333333333	-1.27505758565198	0.00560280674688729
chr4	34613957	34615957	Rars2	4	17	4	14	22	21	4.25	3.5	-1.04761904761905	-1.14139122751169	0.00224230971550023
chr5	67305955	67307955	Slc30a9	6	9	2	9	9	12	1.5	4.5	1.33333333333333	1.15374401639094	0.00500290046178467
chr19	30029513	30031513	Uhrf2	4	11	3	3	18	14	2.75	1	-1.28571428571429	-1.10262116713362	0.00628898716708056
chr17	44776152	44778152	Supt3	1	17	10	12	16	10	17	1.2	-1.6	1.44592755774946	5.66921943851079e-07
chr6	140423054	140425054	Plekha5	4	4	3	8	16	13	1	2.66666666666667	-1.23076923076923	1.81061158954577	1.81441524442578e-110
chr8	90827352	90829352	Chd9	11	18	11	11	12	16	1.63636363636364	1	1.33333333333333	1.35465725313789	1.47994399329982e-17
chr9	55147854	55149854	Ube2q2	5	6	9	5	13	12	1.2	-1.8	-1.08333333333333	-1.0409891146375	0.354086554803068
chr19	7493040	7495040	Atl3	6	15	6	6	15	11	2.5	1	-1.36363636363636	-1.01173644883618	0.69476889601365
chr18	36297679	36299679	Igip	5	7	3	7	3	2	1.4	2.33333333333333	-1.5	1.48449210462236	6.76427017989959e-05
chr11	72041032	72043032	Pimreg	4	8	4	11	9	7	2	2.75	-1.28571428571429	-2.90924051391357	1.63452778092515e-139
chr1	179667210	179669210	Sccpdh	4	13	6	10	18	16	3.25	1.66666666666667	-1.125	1.19870959893854	4.22865138855499e-07
chr2	48948508	48950508	Mbd5	3	13	1	6	21	14	4.33333333333333	6	-1.5	-1.24822008605228	0.00340386569491083
chr3	116561973	116563973	Lrrc39	10	5	6	9	6	9	-2	1.5	1.5	1.44159895304669	0.154702464817888
chr7	89631392	89633392	Me3	9	11	5	15	19	4	1.22222222222222	3	-4.75	-2.68100498658488	7.66480502077656e-10
chr15	84668620	84670620	Prr5	6	11	7	13	5	6	1.83333333333333	1.85714285714286	1.2	-2.22427916892525	0.441938788834467
chr2	158623888	158625888	Actr5	9	9	6	8	21	10	1	1.33333333333333	-2.1	-1.1318093759186	0.120365089424459
chr1	10992465	10994465	Prex2	3	6	6	9	10	8	2	1.5	-1.25	-1.61603846258417	8.51963176652645e-05
chr5	123014074	123016074	Orai1	2	12	7	13	19	9	6	1.85714285714286	-2.11111111111111	1.26744358813223	0.00686522807591783
chr5	43514538	43516538	C1qtnf7	8	12	9	15	11	4	1.5	1.66666666666667	-2.75	-1.9802199736789	0.000254380401859238
chr4	49631006	49633006	Rnf20	5	14	6	13	25	24	2.8	2.16666666666667	-1.04166666666667	1.30205658759151	3.54165658130122e-13
chr7	132858225	132860225	Abraxas2	6	15	6	5	12	12	2.5	-1.2	1	1.00154427739794	0.973808329776439
chr5	8045078	8047078	Sri	7	7	7	5	3	6	1	-1.4	2	-1.15335772558625	1.11577344083361e-05
chr6	34597500	34599500	Cald1	13	32	9	24	30	21	2.46153846153846	2.66666666666667	-1.42857142857143	-1.87790651260146	2.13794260230618e-208
chr15	102953427	102955427	Hoxc11	5	3	5	7	4	2	-1.66666666666667	1.4	-2	-1.27441732423168	0.862377661297165
chr18	84837704	84839704	Cyb5a	3	4	6	6	6	2	1.33333333333333	1	-3	-1.79343715982529	2.63241207481188e-48
chr9	107579818	107581818	Hyal3	11	15	6	12	18	13	1.36363636363636	2	-1.38461538461538	1.50442177665711	0.289464294020462
chr7	99534466	99536466	Arrb1	9	7	10	14	17	12	-1.28571428571429	1.4	-1.41666666666667	1.14975036344798	0.0709723824009858
chr6	30638218	30640218	Cpa1	8	19	14	7	7	4	2.375	-2	-1.75	-1.29288605381027	0.644800938680979
chr2	127069665	127071665	Blvra	2	2	11	14	17	13	1	1.27272727272727	-1.30769230769231	-1.16763797281482	0.000690290409839555
chr7	66078649	66080649	Selenos	7	16	2	10	19	18	2.28571428571429	5	-1.05555555555556	2.50366222822827	3.2432416619172e-164
chr16	93682215	93684215	Cbr3	4	15	7	10	20	9	3.75	1.42857142857143	-2.22222222222222	1.26933085092943	3.89526097898072e-07
chr5	92330827	92332827	Art3	4	10	5	6	10	13	2.5	1.2	1.3	3.53454049310702	0.121567658661665
chr10	79668369	79670369	Tpgs1	3	3	2	6	20	10	1	3	-2	1.14820835601966	0.00684187091316663
chr2	125246190	125248190	Dut	4	13	8	15	18	10	3.25	1.875	-1.8	-2.79354905920798	3.22461896281599e-104
chr2	150785735	150787735	Pygb	2	10	6	11	11	8	5	1.83333333333333	-1.375	-1.08102086043288	0.00524985889529373
chr14	26692274	26694274	Dnah12	6	8	5	9	9	6	1.33333333333333	1.8	-1.5	-1.5397165723817	0.690930232670275
chr6	125130909	125132909	Nop2	6	16	14	15	20	23	2.66666666666667	1.07142857142857	1.15	-1.44108189927131	1.87356747459859e-23
chr17	34897469	34899469	Ehmt2	2	12	5	15	25	16	6	3	-1.5625	-1.11757964767403	6.93789372001879e-08
chr11	95383692	95385692	Slc35b1	9	10	6	16	25	6	1.11111111111111	2.66666666666667	-4.16666666666667	1.22748111003012	6.2980617781196e-10
chr3	135484611	135486611	Manba	10	12	13	16	18	21	1.2	1.23076923076923	1.16666666666667	2.03556532518716	1.67119032054256e-46
