chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr6	38353603	38355603	Zc3hav1	81	44	95	109	-1.84090909090909	1.14736842105263	82.25	-0.435087394836753	2.42387527796123e-39
chr10	79853427	79855427	Ptbp1	114	67	72	75	-1.70149253731343	1.04166666666667	82	-0.168004282379305	1.9675030839472e-08
chr5	129019069	129021069	Ran	102	50	93	83	-2.04	-1.12048192771084	82	-0.41875123420926	1.91112526493141e-13
chr19	21652185	21654185	Abhd17b	93	67	78	90	-1.38805970149254	1.15384615384615	82	-0.299295673498011	3.37363103238934e-10
chr4	48584174	48586174	Tmeff1	85	46	106	91	-1.84782608695652	-1.16483516483516	82	-0.957470560701974	8.36598424068309e-118
chr17	24469392	24471392	Pgp	64	66	109	89	1.03125	-1.2247191011236	82	-0.0537378509443383	0.464400874687007
chr11	98202059	98204059	Cdk12	91	68	93	76	-1.33823529411765	-1.22368421052632	82	-0.0483351192703495	0.449688490831457
chr6	36809220	36811220	Ptn	91	58	86	93	-1.56896551724138	1.08139534883721	82	-1.84938816245552	4.38435162895849e-280
chr4	43577873	43579873	Gba2	75	50	91	112	-1.5	1.23076923076923	82	0.231258078217004	0.0111030827884263
chr5	3801925	3803925	Ankib1	81	45	108	94	-1.8	-1.14893617021277	82	-0.217496700442431	2.75749852089336e-06
chr10	86704811	86706811	Ttc41	89	78	80	80	-1.14102564102564	0	81.75	0.00366035098211463	0.992112460895853
chr19	23140226	23142226	Klf9	87	42	123	75	-2.07142857142857	-1.64	81.75	1.19833453178882	1.84051823511682e-106
chr2	59611042	59613042	Tanc1	125	49	85	68	-2.55102040816327	-1.25	81.75	0.0877833119921158	0.10820179258405
chr6	124755524	124757524	Atn1	125	57	83	62	-2.19298245614035	-1.33870967741935	81.75	-0.397865645970547	2.09695551487933e-19
chr2	181287035	181289035	Gmeb2	96	63	89	79	-1.52380952380952	-1.12658227848101	81.75	0.226180794888175	0.000266241919963161
chr4	48278558	48280558	Erp44	79	53	117	78	-1.49056603773585	-1.5	81.75	0.216731964105053	1.13066345083732e-07
chr17	35978851	35980851	Gnl1	91	28	119	88	-3.25	-1.35227272727273	81.5	-0.323673673432743	1.2389770936517e-09
chr17	27622495	27624495	Nudt3	102	76	70	78	-1.34210526315789	1.11428571428571	81.5	-0.31704891099742	3.14394624340225e-21
chr17	25832404	25834404	Stub1	110	57	97	62	-1.92982456140351	-1.56451612903226	81.5	-0.129574466585722	0.000747258835279731
chr4	47473333	47475333	Alg2	95	60	97	74	-1.58333333333333	-1.31081081081081	81.5	-0.0270993421465801	0.642827962703191
chr17	71001633	71003633	Myom1	131	63	57	74	-2.07936507936508	1.29824561403509	81.25	2.19216809799658	3.91397216381981e-169
chr4	62207446	62209446	Zfp37	65	62	102	96	-1.04838709677419	-1.0625	81.25	0.204249700422527	0.0171753616545266
chr6	86732383	86734383	Gmcl1	60	53	102	110	-1.13207547169811	1.07843137254902	81.25	-0.223678781700357	4.39195730104639e-05
chr8	124862033	124864033	Gnpat	66	54	102	102	-1.22222222222222	0	81	-0.0933356052095685	0.0321925043257962
chr11	112781224	112783224	Sox9	82	80	101	61	-1.025	-1.65573770491803	81	0.359988046200959	1.11648321210283e-07
chr6	87850106	87852106	Cnbp	97	70	76	81	-1.38571428571429	1.06578947368421	81	-0.192504232025576	1.57464619277818e-09
chr17	24469313	24471313	E4f1	62	69	108	85	1.11290322580645	-1.27058823529412	81	0.240837767454146	0.00440242974632509
chr6	134919401	134921401	Cdkn1b	85	65	82	91	-1.30769230769231	1.10975609756098	80.75	-0.118629288732142	0.00299156056407807
chr4	48278760	48280760	Invs	76	55	115	77	-1.38181818181818	-1.49350649350649	80.75	0.136980297905032	0.00348108444414053
chr5	142905754	142907754	Actb	130	64	68	61	-2.03125	-1.11475409836066	80.75	-0.513492442908087	3.83649982201376e-60
chr5	148994147	148996147	Katnal1	97	72	85	69	-1.34722222222222	-1.23188405797101	80.75	-0.0359596146040812	0.664627906022612
chr6	124964538	124966538	Cops7a	82	55	100	86	-1.49090909090909	-1.16279069767442	80.75	0.152797176248097	0.000197988163585095
chr2	45109707	45111707	Zeb2os	83	74	87	78	-1.12162162162162	-1.11538461538462	80.5	0.36907534817091	0.010909485866625
chr19	29100375	29102375	Rcl1	53	42	127	100	-1.26190476190476	-1.27	80.5	-0.171407613502561	0.000317061692331684
chr19	8988284	8990284	Ahnak	111	75	78	58	-1.48	-1.3448275862069	80.5	0.0813741098363274	0.108457892365871
chr10	50591669	50593669	Ascc3	71	44	93	114	-1.61363636363636	1.2258064516129	80.5	0.708439369045495	4.50568548528479e-26
chr17	62880317	62882317	Efna5	79	47	95	101	-1.68085106382979	1.06315789473684	80.5	0.42138335460615	1.43563078301876e-11
chr10	67548068	67550068	Ado	85	70	78	89	-1.21428571428571	1.14102564102564	80.5	-0.228892350128442	1.72003541623895e-08
chr17	70852546	70854546	Tgif1	77	75	79	91	-1.02666666666667	1.15189873417722	80.5	-0.104780744184157	0.0662318925687198
chr2	26444216	26446216	Sec16a	80	70	88	84	-1.14285714285714	-1.04761904761905	80.5	0.692969976797508	2.35063031253005e-43
chr17	53688333	53690333	Sgo1	90	54	107	71	-1.66666666666667	-1.50704225352113	80.5	-1.33973108539744	5.61488073044297e-44
chr19	41980763	41982763	Ubtd1	79	52	87	103	-1.51923076923077	1.18390804597701	80.25	-0.220624593901122	0.000635284023712115
chr6	100703734	100705734	Gxylt2	88	73	81	79	-1.20547945205479	-1.0253164556962	80.25	0.770952945175436	1.7258655479178e-67
chr2	155235533	155237533	Dynlrb1	72	72	89	88	0	-1.01136363636364	80.25	-0.253493374473898	1.10692074609537e-08
chr11	101170351	101172351	Plekhh3	111	78	84	48	-1.42307692307692	-1.75	80.25	0.741276921846392	3.95027050495464e-31
chr4	11965452	11967452	Pdp1	77	62	93	89	-1.24193548387097	-1.04494382022472	80.25	-1.04799247462508	8.06780987908616e-113
chr19	7381994	7383994	Spindoc	71	65	97	88	-1.09230769230769	-1.10227272727273	80.25	0.0854364471002355	0.179974498010714
chr6	56831059	56833059	Fkbp9	65	69	89	97	1.06153846153846	1.08988764044944	80	0.293267903414374	3.14111819116795e-29
chr11	102603396	102605396	Fzd2	89	63	85	83	-1.41269841269841	-1.02409638554217	80	-0.755932776473605	4.07838572274918e-62
chr11	69980156	69982156	Ctdnep1	106	69	76	69	-1.53623188405797	-1.10144927536232	80	-0.195166576810809	1.09958333470523e-05
chr2	167061934	167063934	Zfas1	79	57	103	81	-1.3859649122807	-1.27160493827161	80	0.706144768595562	3.97391637079806e-31
chr17	21961552	21963552	Zfp943	70	57	88	105	-1.2280701754386	1.19318181818182	80	0.248749898221689	2.47162680795918e-05
chr2	53190284	53192284	Prpf40a	85	50	93	92	-1.7	-1.01086956521739	80	-0.163298457640439	0.000536398549183601
chr17	4993332	4995332	Arid1b	104	67	84	64	-1.55223880597015	-1.3125	79.75	-0.249070557702923	1.20073712279278e-08
chr10	128057954	128059954	Ptges3	88	61	87	83	-1.44262295081967	-1.04819277108434	79.75	-0.422477758949823	4.93744214158882e-38
chr6	91472703	91474703	Tmem43	55	60	107	97	1.09090909090909	-1.10309278350515	79.75	0.108579784960277	0.000133587284369855
chr5	3802184	3804184	Krit1	82	41	101	95	-2	-1.06315789473684	79.75	0.440383847889747	1.35898023544499e-19
chr19	53943627	53945627	Bbip1	89	43	100	87	-2.06976744186047	-1.14942528735632	79.75	-0.0105837184479323	0.903897768407873
chr6	71907750	71909750	Ptcd3	87	50	90	92	-1.74	1.02222222222222	79.75	-0.328532233084049	5.7505413007652e-11
chr19	53389578	53391578	Smndc1	72	75	90	82	1.04166666666667	-1.09756097560976	79.75	-0.0735577506682673	0.0631092810683185
chr2	167062015	167064015	Znfx1	81	57	100	81	-1.42105263157895	-1.23456790123457	79.75	-0.173835097895068	0.0646373475382148
chr19	5489455	5491455	Cfl1	111	60	72	75	-1.85	1.04166666666667	79.5	-0.224524844063203	3.26531176786981e-09
chr6	124828547	124830547	Cdca3	67	63	90	98	-1.06349206349206	1.08888888888889	79.5	-1.31859781273875	9.75841821400509e-101
chr6	119901698	119903698	Rad52	61	64	95	98	1.04918032786885	1.03157894736842	79.5	0.100026594951061	0.39622698685563
chr4	24495451	24497451	Mms22l	62	46	103	107	-1.34782608695652	1.03883495145631	79.5	-1.23849939713032	1.93352770681512e-46
chr4	31963097	31965097	Map3k7	80	56	104	78	-1.42857142857143	-1.33333333333333	79.5	0.186008871794304	1.28017319216636e-09
chr6	113306137	113308137	Brpf1	86	66	93	73	-1.3030303030303	-1.27397260273973	79.5	-0.0818684569051728	0.106176779108607
chr19	46572198	46574198	Arl3	63	38	128	89	-1.65789473684211	-1.43820224719101	79.5	-0.106457176309196	0.0267459679187559
chr6	100286485	100288485	Rybp	114	46	84	74	-2.47826086956522	-1.13513513513514	79.5	-0.678012590440618	1.9079867474147e-104
chr11	32454370	32456370	Ubtd2	107	58	96	56	-1.8448275862069	-1.71428571428571	79.25	-0.242819741082447	1.92184837798832e-05
chr10	128321459	128323459	Cnpy2	73	79	87	78	1.08219178082192	-1.11538461538462	79.25	0.640454307151641	1.66973691017176e-42
chr4	8534644	8536644	Rab2a	101	58	81	77	-1.74137931034483	-1.05194805194805	79.25	0.592325813202657	4.95814224698099e-86
chr19	6908698	6910698	Trmt112	84	63	98	72	-1.33333333333333	-1.36111111111111	79.25	-0.0762029201065397	0.208373809442275
chr17	17826158	17828158	Spaca6	88	75	87	67	-1.17333333333333	-1.29850746268657	79.25	-0.174053049684054	0.481948684809732
chr11	116852094	116854094	Srsf2	91	43	118	65	-2.11627906976744	-1.81538461538462	79.25	-0.535527817903491	3.00944722164296e-57
chr4	11321137	11323137	Dpy19l4	81	64	95	77	-1.265625	-1.23376623376623	79.25	-0.121488261456126	0.0197808926110351
chr17	21961464	21963464	Zfp942	68	55	89	105	-1.23636363636364	1.17977528089888	79.25	0.0909875309666218	0.352795846484125
chr19	29250828	29252828	Jak2	76	48	112	80	-1.58333333333333	-1.4	79	2.3523634734416	0
chr19	3999580	4001580	Nudt8	74	76	89	77	1.02702702702703	-1.15584415584416	79	-0.298212373561912	0.0128544029599625
chr19	8819010	8821010	Hnrnpul2	98	69	79	70	-1.42028985507246	-1.12857142857143	79	0.0429031017071737	0.181213881144509
chr17	24527248	24529248	Rab26os	80	68	84	84	-1.17647058823529	0	79	0.201386407741235	0.0776776255396262
chr17	72917305	72919305	Lbh	92	53	104	67	-1.73584905660377	-1.55223880597015	79	1.39146718798267	4.41997796190421e-223
chr19	46572365	46574365	Sfxn2	64	38	126	88	-1.68421052631579	-1.43181818181818	79	0.385113525625297	3.72741731830025e-14
chr6	38875165	38877165	Hipk2	88	55	88	85	-1.6	-1.03529411764706	79	0.439068628084369	5.43645055313109e-08
chr11	96828968	96830968	Nfe2l1	86	70	85	75	-1.22857142857143	-1.13333333333333	79	0.179504121626631	0.0574042923020632
chr11	70668416	70670416	Spag7	99	79	79	59	-1.25316455696203	-1.33898305084746	79	0.325786979064707	5.70793740983247e-09
chr4	55349043	55351043	Rad23b	101	57	82	75	-1.7719298245614	-1.09333333333333	78.75	-0.1397026335172	0.00607594523432213
chr2	120566671	120568671	Snap23	56	78	80	101	1.39285714285714	1.2625	78.75	0.548207967468258	2.21797039391208e-28
chr11	52359860	52361860	Vdac1	104	57	74	80	-1.82456140350877	1.08108108108108	78.75	-0.379546847453656	3.08435163644699e-49
chr2	53190726	53192726	Arl6ip6	85	51	100	79	-1.66666666666667	-1.26582278481013	78.75	-0.458706663813404	9.53374661848656e-08
chr6	65777988	65779988	Prdm5	86	68	82	79	-1.26470588235294	-1.0379746835443	78.75	-0.0129199504247662	0.808577310109832
chr6	124828484	124830484	Usp5	64	65	88	98	1.015625	1.11363636363636	78.75	0.0215469482774161	0.575498071134083
chr11	70646479	70648479	Slc25a11	94	71	91	59	-1.32394366197183	-1.54237288135593	78.75	-0.0940830980364737	0.036340883235386
chr19	3999626	4001626	Doc2g	74	74	88	78	0	-1.12820512820513	78.5	0.466673487755144	0.0401185148616295
chr6	119847167	119849167	Erc1	76	37	101	100	-2.05405405405405	-1.01	78.5	0.120917283819381	0.00933457588430138
chr19	10203169	10205169	Fen1	82	69	97	66	-1.18840579710145	-1.46969696969697	78.5	-1.19932609242371	5.80058680542405e-104
chr10	60002135	60004135	Anapc16	91	66	89	68	-1.37878787878788	-1.30882352941176	78.5	-0.0297418814180823	0.580266329915361
chr8	116920455	116922455	Cmc2	92	43	89	90	-2.13953488372093	1.01123595505618	78.5	-0.253965944636929	0.0269209852885929
chr11	102406946	102408946	Slc25a39	104	58	77	75	-1.79310344827586	-1.02666666666667	78.5	-0.240840043935345	2.27423288700262e-07
chr6	113045225	113047225	Thumpd3	85	47	100	81	-1.80851063829787	-1.23456790123457	78.25	-0.128007925734664	0.0620113031649175
chr11	106255154	106257154	Psmc5	78	62	102	71	-1.25806451612903	-1.43661971830986	78.25	0.107040970931753	0.0264876349989665
chr4	34549937	34551937	Akirin2	63	43	96	111	-1.46511627906977	1.15625	78.25	0.0483952773941001	0.272828746607175
chr4	21846583	21848583	Pnisr	117	49	80	67	-2.38775510204082	-1.19402985074627	78.25	0.0195690252041972	0.88598812743456
chr19	60789658	60791658	Eif3a	104	57	76	76	-1.82456140350877	0	78.25	0.0853149083144863	0.000649099068486313
chr6	52011549	52013549	Skap2	73	44	96	100	-1.65909090909091	1.04166666666667	78.25	0.270124407565895	4.22502236182468e-05
chr16	3883561	3885561	Zfp597	64	52	96	101	-1.23076923076923	1.05208333333333	78.25	0.254507017653152	0.00114953995977826
chr2	28839406	28841406	Ddx31	76	51	102	83	-1.49019607843137	-1.2289156626506	78	-0.252561870325556	0.00797917980350761
chr19	36833232	36835232	Tnks2	78	63	77	94	-1.23809523809524	1.22077922077922	78	0.236424792987286	2.98090765235772e-19
chr19	12795126	12797126	Zfp91	110	59	70	73	-1.86440677966102	1.04285714285714	78	-0.0629723442274817	0.121098994038125
chr11	120580624	120582624	Arhgdia	105	64	55	88	-1.640625	1.6	78	-0.0428971866994503	0.205612199947242
chr10	86704509	86706509	Hsp90b1	81	74	89	68	-1.09459459459459	-1.30882352941176	78	-0.343196411162881	3.95788838819677e-29
chr2	84714180	84716180	Zdhhc5	84	65	91	72	-1.29230769230769	-1.26388888888889	78	-0.0487569410488876	0.152836902912847
chr11	106255079	106257079	Ftsj3	78	61	105	68	-1.27868852459016	-1.54411764705882	78	-0.190250712775137	0.00845320800647046
chr11	74924823	74926823	Smg6	88	42	99	82	-2.0952380952381	-1.20731707317073	77.75	-0.228232373662288	6.91053286874782e-06
chr17	31563734	31565734	Pknox1	90	66	87	68	-1.36363636363636	-1.27941176470588	77.75	0.286284251791593	0.00313041547248175
chr17	47139875	47141875	Trerf1	67	54	100	90	-1.24074074074074	-1.11111111111111	77.75	-1.41877522827758	3.12641747701051e-82
chr19	8870496	8872496	Ubxn1	90	47	86	88	-1.91489361702128	1.02325581395349	77.75	-0.155853454979598	6.25196301694513e-05
chr19	57610034	57612034	Atrnl1	76	49	111	75	-1.55102040816327	-1.48	77.75	-0.674456187242222	1.6563502541572e-54
chr17	55877930	55879930	Zfp119a	83	50	92	86	-1.66	-1.06976744186047	77.75	0.237226068673964	0.0720461451842416
chr19	41262997	41264997	Tm9sf3	81	58	97	75	-1.39655172413793	-1.29333333333333	77.75	0.354026047394711	1.84073340175972e-40
chr10	42275755	42277755	Foxo3	91	51	90	79	-1.7843137254902	-1.13924050632911	77.75	0.218386359656175	5.89021030019091e-08
chr6	124711336	124713336	Phb2	63	51	103	93	-1.23529411764706	-1.10752688172043	77.5	-0.296906687596365	1.56135819533081e-15
chr6	8258450	8260450	Glcci1	69	46	89	106	-1.5	1.19101123595506	77.5	-0.0635865261070953	0.499450498100921
chr5	140704011	140706011	Brat1	97	66	74	73	-1.46969696969697	-1.01369863013699	77.5	0.0718753132843287	0.249046998504467
chr6	134829154	134831154	Crebl2	66	72	79	93	1.09090909090909	1.17721518987342	77.5	-0.11621880463743	0.236071769791667
chr19	53943306	53945306	Shoc2	85	44	92	89	-1.93181818181818	-1.03370786516854	77.5	-0.000159217593413729	0.997128513616963
chr11	117114168	117116168	Sec14l1	89	64	73	84	-1.390625	1.15068493150685	77.5	0.220198569590226	1.22184873424791e-07
chr6	124711178	124713178	Emg1	64	49	100	97	-1.30612244897959	-1.03092783505155	77.5	0.0246966666056047	0.625649427034906
chr10	80398550	80400550	Mbd3	115	63	86	46	-1.82539682539683	-1.8695652173913	77.5	-0.136781999036993	0.000689127263293081
chr2	26909677	26911677	Med22	77	63	87	83	-1.22222222222222	-1.04819277108434	77.5	-0.329951777722991	5.28584595602345e-15
chr2	120403113	120405113	Tmem87a	69	61	65	115	-1.13114754098361	1.76923076923077	77.5	0.423251781797107	6.99229784710283e-17
chr2	28839360	28841360	Gtf3c4	76	51	99	84	-1.49019607843137	-1.17857142857143	77.5	-0.250483853531466	0.0729418490754469
chr4	3573875	3575875	Tgs1	60	52	93	104	-1.15384615384615	1.11827956989247	77.25	-0.135303688521112	0.0274701184514286
chr17	28327471	28329471	Rpl10a	115	79	60	55	-1.45569620253165	-1.09090909090909	77.25	-0.0633366801905203	0.444495926498674
chr6	71908053	71910053	Polr1a	90	50	80	89	-1.8	1.1125	77.25	-0.507087128693116	9.88445635559214e-49
chr8	85035915	85037915	Tnpo2	77	55	88	89	-1.4	1.01136363636364	77.25	-0.367728396656783	1.3770463602567e-06
chr11	80382279	80384279	Zfp207	76	64	72	97	-1.1875	1.34722222222222	77.25	-0.120857340535786	1.99164808089481e-05
chr17	87106679	87108679	Socs5	99	57	87	66	-1.73684210526316	-1.31818181818182	77.25	-0.566089485771739	1.93625876980434e-42
chr19	10203014	10205014	Tmem258	82	64	98	65	-1.28125	-1.50769230769231	77.25	0.512295394546145	1.02760073924769e-18
chr5	147429161	147431161	Pan3	95	51	87	76	-1.86274509803922	-1.14473684210526	77.25	-0.0371378462627228	0.745928977844203
chr19	8887774	8889774	Mir5136	71	54	87	97	-1.31481481481481	1.11494252873563	77.25	NA	NA
chr4	40947294	40949294	Bag1	72	34	111	92	-2.11764705882353	-1.20652173913043	77.25	0.148556941299501	1.36023277187444e-06
chr11	48870683	48872683	Irgm1	81	73	78	77	-1.10958904109589	-1.01298701298701	77.25	-1.13909693637976	2.6755462289319e-60
chr17	46247054	46249054	Polr1c	67	52	101	89	-1.28846153846154	-1.13483146067416	77.25	0.162087451617251	0.00432688415620078
chr19	43673881	43675881	Slc25a28	64	51	87	107	-1.25490196078431	1.22988505747126	77.25	0.182312623996593	0.0384907978691757
chr2	20967881	20969881	Arhgap21	93	62	87	67	-1.5	-1.29850746268657	77.25	-0.557051285349867	1.93531935654104e-15
chr1	58710508	58712508	Cflar	91	70	66	81	-1.3	1.22727272727273	77	0.413343031533162	1.54345196672779e-18
chr11	88067279	88069279	Vezf1	112	57	83	56	-1.96491228070175	-1.48214285714286	77	0.197375834086275	3.59079714367344e-07
chr2	26909764	26911764	Rpl7a	82	64	85	77	-1.28125	-1.1038961038961	77	0.0369112907854477	0.372330828523264
chr8	85298632	85300632	Orc6	82	46	99	81	-1.78260869565217	-1.22222222222222	77	-0.701828739439666	1.27544955940525e-29
chr17	67353457	67355457	Ptprm	77	51	116	64	-1.50980392156863	-1.8125	77	0.795007679821556	2.42061156955531e-71
chr17	24526938	24528938	Traf7	80	57	87	84	-1.40350877192982	-1.03571428571429	77	0.159492265363448	0.00928357306066688
chr11	74924948	74926948	Srr	85	44	97	82	-1.93181818181818	-1.18292682926829	77	-0.411708805323305	6.68971430489521e-10
chr4	3573853	3575853	Tmem68	59	52	93	104	-1.13461538461538	1.11827956989247	77	0.602934680179092	7.58301845021265e-26
chr11	101463999	101465999	Rnd2	72	63	88	84	-1.14285714285714	-1.04761904761905	76.75	0.409146705337073	1.09284016838768e-05
chr10	39731118	39733118	Rev3l	115	58	68	66	-1.98275862068966	-1.03030303030303	76.75	-0.372376346072312	2.05337863676502e-07
chr6	38432950	38434950	Ubn2	75	54	93	85	-1.38888888888889	-1.09411764705882	76.75	0.585750112240205	4.02147370212382e-12
chr16	3883648	3885648	Cluap1	63	48	96	100	-1.3125	1.04166666666667	76.75	0.0561922878032892	0.504780697202709
chr6	115807114	115809114	Snora7a	91	81	69	66	-1.12345679012346	-1.04545454545455	76.75	NA	NA
chr11	120572253	120574253	P4hb	87	57	90	73	-1.52631578947368	-1.23287671232877	76.75	0.337519364081925	4.70184598654514e-33
chr1	132006607	132008607	Elk4	78	56	91	81	-1.39285714285714	-1.12345679012346	76.5	0.255645216105778	2.53261046118753e-07
chr2	180041509	180043509	Ss18l1	98	58	72	78	-1.68965517241379	1.08333333333333	76.5	0.186497177806603	0.0374432445605019
chr17	46247080	46249080	Yipf3	67	50	102	87	-1.34	-1.17241379310345	76.5	0.844344513215233	2.3715356388437e-27
chr11	70646235	70648235	Rnf167	90	69	91	56	-1.30434782608696	-1.625	76.5	0.49005820346532	2.81750569591119e-16
chr2	137115644	137117644	Jag1	68	47	101	90	-1.4468085106383	-1.12222222222222	76.5	-0.987633320368455	1.40400749634633e-24
