label	Ets1	p300	Ets1_Z	p300_Z	DIFF	DIFF_Z	DIFF_Q	Ets1_Q	p300_Q
chr4 39400000 39500000	326	157	2.0403694343453	1.41195275930617	0.004615922419	0.319691940728771	Q7	Q10	Q10
chr19 21400000 21500000	286	161	1.46308165767273	1.51538421368195	0.004799754849	0.325517471261453	Q7	Q10	Q10
chr4 48900000 49000000	350	186	2.38674210034884	2.16183080353052	0.004909937551	0.329009089659113	Q7	Q10	Q10
chr6 27900000 28000000	373	171	2.71868257193557	1.77396284962138	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28000000 28100000	319	167	1.9393440734276	1.67053139524561	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28100000 28200000	290	168	1.52081043533998	1.69638925883955	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28200000 28300000	319	152	1.9393440734276	1.28266344133646	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28400000 28500000	294	155	1.57853921300724	1.36023703211829	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28500000 28600000	321	165	1.96820846226123	1.61881566805772	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28600000 28700000	282	179	1.40535288000547	1.98082575837292	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28700000 28800000	305	186	1.7372933515922	2.16183080353052	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 28800000 28900000	307	185	1.76615774042583	2.13597293993658	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 29100000 29200000	280	154	1.37648849117184	1.33437916852434	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 29500000 29600000	285	162	1.44864946325591	1.54124207727589	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 30500000 30600000	280	164	1.37648849117184	1.59295780446378	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 30600000 30700000	288	178	1.49194604650636	1.95496789477898	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 31100000 31200000	304	213	1.72286115717538	2.85999312056699	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 31300000 31400000	297	173	1.62183579625768	1.82567857680926	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 31400000 31500000	339	175	2.22798796176388	1.87739430399715	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 31600000 31700000	282	167	1.40535288000547	1.67053139524561	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32200000 32300000	311	179	1.82388651809308	1.98082575837292	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32300000 32400000	286	162	1.46308165767273	1.54124207727589	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32400000 32500000	284	164	1.4342172688391	1.59295780446378	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32500000 32600000	301	177	1.67956457392494	1.92911003118504	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32600000 32700000	295	172	1.59297140742406	1.79982071321532	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32700000 32800000	302	160	1.69399676834176	1.489526350088	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32800000 32900000	339	177	2.22798796176388	1.92911003118504	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 32900000 33000000	298	166	1.6362679906745	1.64467353165166	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 33300000 33400000	295	155	1.59297140742406	1.36023703211829	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 33400000 33500000	296	164	1.60740360184087	1.59295780446378	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 33700000 33800000	283	165	1.41978507442228	1.61881566805772	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 33800000 33900000	322	160	1.98264065667804	1.489526350088	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 33900000 34000000	303	161	1.70842896275857	1.51538421368195	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 34200000 34300000	288	169	1.49194604650636	1.72224712243349	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 34500000 34600000	287	168	1.47751385208954	1.69638925883955	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 34600000 34700000	327	177	2.05480162876211	1.92911003118504	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 34700000 34800000	328	172	2.06923382317893	1.79982071321532	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 35200000 35300000	323	169	1.99707285109485	1.72224712243349	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 35600000 35700000	309	160	1.79502212925945	1.489526350088	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr6 35800000 35900000	305	163	1.7372933515922	1.56709994086983	0.00503150447	0.332861466513396	Q7	Q10	Q10
chr10 91400000 91500000	284	152	1.4342172688391	1.28266344133646	0.00538505523	0.344065260899582	Q7	Q10	Q10
chr5 22900000 23000000	307	155	1.76615774042583	1.36023703211829	0.00550786353	0.347956976312999	Q7	Q10	Q10
chr2 62400000 62500000	300	154	1.66513237950813	1.33437916852434	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr2 64900000 65000000	310	163	1.80945432367627	1.56709994086983	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr2 65900000 66000000	303	153	1.70842896275857	1.3085213049304	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr2 67500000 67600000	277	170	1.3331919079214	1.74810498602743	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr2 67700000 67800000	291	153	1.5352426297568	1.3085213049304	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr2 67900000 68000000	280	157	1.37648849117184	1.41195275930617	0.00563086081	0.351854680380105	Q7	Q10	Q10
chr10 87800000 87900000	305	166	1.7372933515922	1.64467353165166	0.00569850753	0.353998361083209	Q7	Q10	Q10
chr2 13200000 13300000	314	157	1.86718310134353	1.41195275930617	0.00584188173	0.358541796535261	Q7	Q10	Q10
chr2 13300000 13400000	297	163	1.62183579625768	1.56709994086983	0.00584188173	0.358541796535261	Q7	Q10	Q10
chr5 39100000 39200000	315	167	1.88161529576034	1.67053139524561	0.0058995752	0.360370065198312	Q7	Q10	Q10
chr5 39300000 39400000	316	175	1.89604749017715	1.87739430399715	0.0058995752	0.360370065198312	Q7	Q10	Q10
chr5 39600000 39700000	294	160	1.57853921300724	1.489526350088	0.0058995752	0.360370065198312	Q7	Q10	Q10
chr5 39800000 39900000	283	166	1.41978507442228	1.64467353165166	0.0058995752	0.360370065198312	Q7	Q10	Q10
chr4 31700000 31800000	289	161	1.50637824092317	1.51538421368195	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 31800000 31900000	279	179	1.36205629675503	1.98082575837292	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 31900000 32000000	349	157	2.37230990593202	1.41195275930617	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 32200000 32300000	322	168	1.98264065667804	1.69638925883955	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 32300000 32400000	321	177	1.96820846226123	1.92911003118504	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 32400000 32500000	285	180	1.44864946325591	2.00668362196687	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 32500000 32600000	306	194	1.75172554600901	2.36869371228207	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 32600000 32700000	293	173	1.56410701859043	1.82567857680926	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 33400000 33500000	284	155	1.4342172688391	1.36023703211829	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 33700000 33800000	275	171	1.30432751908777	1.77396284962138	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 33900000 34000000	300	163	1.66513237950813	1.56709994086983	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 34600000 34700000	302	176	1.69399676834176	1.90325216759109	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 34800000 34900000	292	159	1.54967482417361	1.46366848649406	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 34900000 35000000	303	177	1.70842896275857	1.92911003118504	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 35000000 35100000	304	171	1.72286115717538	1.77396284962138	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 35100000 35200000	307	168	1.76615774042583	1.69638925883955	0.00607511342	0.365932757593025	Q7	Q10	Q10
chr4 49800000 49900000	284	171	1.4342172688391	1.77396284962138	0.006814097897	0.389350696603796	Q7	Q10	Q10
chr4 49900000 50000000	318	192	1.92491187901078	2.31697798509418	0.006814097897	0.389350696603796	Q7	Q10	Q10
chr4 50000000 50100000	285	157	1.44864946325591	1.41195275930617	0.006814097897	0.389350696603796	Q7	Q10	Q10
chr4 28800000 28900000	360	216	2.53106404451698	2.93756671134882	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 28900000 29000000	356	184	2.47333526684972	2.11011507634264	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 29300000 29400000	338	168	2.21355576734707	1.69638925883955	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 29400000 29500000	311	162	1.82388651809308	1.54124207727589	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 29500000 29600000	274	153	1.28989532467096	1.3085213049304	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 29600000 29700000	292	153	1.54967482417361	1.3085213049304	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 29900000 30000000	288	157	1.49194604650636	1.41195275930617	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 30100000 30200000	308	157	1.78058993484264	1.41195275930617	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 30200000 30300000	281	164	1.39092068558866	1.59295780446378	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 30400000 30500000	278	155	1.34762410233821	1.36023703211829	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr4 30600000 30700000	286	158	1.46308165767273	1.43781062290012	0.0068207783	0.389562394244126	Q7	Q10	Q10
chr5 27100000 27200000	274	161	1.28989532467096	1.51538421368195	0.00718805825	0.401201257761119	Q7	Q10	Q10
chr6 12000000 12100000	326	173	2.0403694343453	1.82567857680926	0.007201935726	0.401641025979134	Q7	Q10	Q10
chr16 50200000 50300000	277	155	1.3331919079214	1.36023703211829	0.00728191179	0.40417541560079	Q7	Q10	Q10
chr4 49200000 49300000	296	182	1.60740360184087	2.05839934915475	0.00737216739	0.407035557054317	Q7	Q10	Q10
chr4 49500000 49600000	323	160	1.99707285109485	1.489526350088	0.00737216739	0.407035557054317	Q7	Q10	Q10
chr4 49600000 49700000	354	161	2.4444708780161	1.51538421368195	0.00737216739	0.407035557054317	Q7	Q10	Q10
chr4 49700000 49800000	291	187	1.5352426297568	2.18768866712447	0.00737216739	0.407035557054317	Q7	Q10	Q10
chr2 45000000 45100000	348	156	2.35787771151521	1.38609489571223	0.00803390422	0.428005568209397	Q7	Q10	Q10
chr2 45700000 45800000	298	156	1.6362679906745	1.38609489571223	0.00803390422	0.428005568209397	Q7	Q10	Q10
chr2 48700000 48800000	278	159	1.34762410233821	1.46366848649406	0.00803390422	0.428005568209397	Q7	Q10	Q10
chr17 39800000 39900000	291	253	1.5352426297568	3.89430766432471	0.008079181163	0.429440365181144	Q7	Q10	Q10
chr6 5900000 6000000	329	175	2.08366601759574	1.87739430399715	0.008686561409	0.448687851427293	Q7	Q10	Q10
chr6 6000000 6100000	354	186	2.4444708780161	2.16183080353052	0.008686561409	0.448687851427293	Q7	Q10	Q10
chr6 6100000 6200000	353	155	2.43003868359928	1.36023703211829	0.008686561409	0.448687851427293	Q7	Q10	Q10
chr6 6300000 6400000	341	152	2.25685235059751	1.28266344133646	0.008686561409	0.448687851427293	Q7	Q10	Q10
chr6 6500000 6600000	302	188	1.69399676834176	2.21354653071841	0.008686561409	0.448687851427293	Q7	Q10	Q10
chr6 6800000 6900000	280	189	1.37648849117184	2.23940439431235	0.0086985022155	0.449066247844349	Q7	Q10	Q10
chr1 88300000 88400000	303	192	1.70842896275857	2.31697798509418	0.009311315529	0.46848590447745	Q7	Q10	Q10
chr4 35700000 35800000	310	185	1.80945432367627	2.13597293993658	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 35800000 35900000	280	155	1.37648849117184	1.36023703211829	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36000000 36100000	274	161	1.28989532467096	1.51538421368195	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36100000 36200000	306	173	1.75172554600901	1.82567857680926	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36200000 36300000	280	168	1.37648849117184	1.69638925883955	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36300000 36400000	335	178	2.17025918409663	1.95496789477898	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36400000 36500000	326	168	2.0403694343453	1.69638925883955	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36500000 36600000	312	153	1.8383187125099	1.3085213049304	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36600000 36700000	305	180	1.7372933515922	2.00668362196687	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36800000 36900000	285	168	1.44864946325591	1.69638925883955	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 36900000 37000000	322	195	1.98264065667804	2.39455157587601	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 37100000 37200000	291	163	1.5352426297568	1.56709994086983	0.009629580156	0.478571504183994	Q7	Q10	Q10
chr4 27400000 27500000	295	162	1.59297140742406	1.54124207727589	0.010196994928	0.496552510467711	Q7	Q10	Q10
chr19 14400000 14500000	344	194	2.30014893384795	2.36869371228207	0.011062036936	0.523965130915892	Q7	Q10	Q10
chr19 14600000 14700000	308	156	1.78058993484264	1.38609489571223	0.011062036936	0.523965130915892	Q7	Q10	Q10
chr2 106700000 106800000	292	159	1.54967482417361	1.46366848649406	-0.005420549044	0.00164266646251615	Q6	Q10	Q10
chr10 92100000 92200000	279	157	1.36205629675503	1.41195275930617	-0.005226270656	0.00779922263236229	Q6	Q10	Q10
chr2 133700000 133800000	276	156	1.31875971350458	1.38609489571223	-0.004895258603	0.0182887800050053	Q6	Q10	Q10
chr11 18900000 19000000	290	152	1.52081043533998	1.28266344133646	-0.004796199675	0.0214278932158723	Q6	Q10	Q10
chr6 4800000 4900000	329	160	2.08366601759574	1.489526350088	-0.004742942929	0.0231155649715811	Q6	Q10	Q10
chr6 4900000 5000000	289	166	1.50637824092317	1.64467353165166	-0.004742942929	0.0231155649715811	Q6	Q10	Q10
chr6 5000000 5100000	308	158	1.78058993484264	1.43781062290012	-0.004742942929	0.0231155649715811	Q6	Q10	Q10
chr6 58800000 58900000	344	170	2.30014893384795	1.74810498602743	-0.00467287113	0.025336094856077	Q6	Q10	Q10
chr6 58900000 59000000	329	199	2.08366601759574	2.49798303025179	-0.00467287113	0.025336094856077	Q6	Q10	Q10
chr6 59300000 59400000	377	158	2.77641134960282	1.43781062290012	-0.00467287113	0.025336094856077	Q6	Q10	Q10
chr6 59400000 59500000	327	159	2.05480162876211	1.46366848649406	-0.00467287113	0.025336094856077	Q6	Q10	Q10
chr17 59900000 60000000	284	166	1.4342172688391	1.64467353165166	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62100000 62200000	278	162	1.34762410233821	1.54124207727589	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62200000 62300000	307	168	1.76615774042583	1.69638925883955	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62400000 62500000	315	166	1.88161529576034	1.64467353165166	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62500000 62600000	280	171	1.37648849117184	1.77396284962138	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62600000 62700000	316	188	1.89604749017715	2.21354653071841	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62700000 62800000	306	158	1.75172554600901	1.43781062290012	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 62800000 62900000	287	175	1.47751385208954	1.87739430399715	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 63500000 63600000	282	161	1.40535288000547	1.51538421368195	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 63800000 63900000	278	159	1.34762410233821	1.46366848649406	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr17 64700000 64800000	289	156	1.50637824092317	1.38609489571223	-0.00466141055	0.0256992732066663	Q6	Q10	Q10
chr2 159500000 159600000	283	157	1.41978507442228	1.41195275930617	-0.004516007687	0.0303069956740566	Q6	Q10	Q10
chr4 40100000 40200000	333	193	2.141394795263	2.34283584868813	-0.00444510948	0.0325537138923325	Q6	Q10	Q10
chr4 40200000 40300000	283	152	1.41978507442228	1.28266344133646	-0.00444510948	0.0325537138923325	Q6	Q10	Q10
chr4 41200000 41300000	307	160	1.76615774042583	1.489526350088	-0.00444510948	0.0325537138923325	Q6	Q10	Q10
chr17 90500000 90600000	275	167	1.30432751908777	1.67053139524561	-0.004223463876	0.0395775193957295	Q6	Q10	Q10
chr6 57700000 57800000	324	162	2.01150504551167	1.54124207727589	-0.00414915915	0.0419321879927535	Q6	Q10	Q10
chr11 11800000 11900000	288	155	1.49194604650636	1.36023703211829	-0.00409231293	0.0437336078525549	Q6	Q10	Q10
chr11 12300000 12400000	297	157	1.62183579625768	1.41195275930617	-0.00409231293	0.0437336078525549	Q6	Q10	Q10
chr2 148000000 148100000	292	163	1.54967482417361	1.56709994086983	-0.00401599512	0.0461520697765063	Q6	Q10	Q10
chr2 137600000 137700000	275	159	1.30432751908777	1.46366848649406	-0.00397440639	0.0474699896692612	Q6	Q10	Q10
chr2 137700000 137800000	284	184	1.4342172688391	2.11011507634264	-0.00397440639	0.0474699896692612	Q6	Q10	Q10
chr2 135200000 135300000	279	172	1.36205629675503	1.79982071321532	-0.00393540086	0.0487060496286409	Q6	Q10	Q10
chr2 135300000 135400000	321	152	1.96820846226123	1.28266344133646	-0.00393540086	0.0487060496286409	Q6	Q10	Q10
chr2 135800000 135900000	304	169	1.72286115717538	1.72224712243349	-0.00393540086	0.0487060496286409	Q6	Q10	Q10
chr2 110300000 110400000	296	157	1.60740360184087	1.41195275930617	-0.003887557562	0.0502221727266341	Q6	Q10	Q10
chr11 40500000 40600000	299	155	1.65070018509131	1.36023703211829	-0.003877635387	0.0505366000200835	Q6	Q10	Q10
chr10 54000000 54100000	287	158	1.47751385208954	1.43781062290012	-0.003865001456	0.0509369611032085	Q6	Q10	Q10
chr2 124100000 124200000	279	193	1.36205629675503	2.34283584868813	-0.003790140927	0.0533092427369891	Q6	Q10	Q10
chr17 3200000 3300000	313	161	1.85275090692671	1.51538421368195	-0.0036184535	0.0587499059979065	Q6	Q10	Q10
chr17 3400000 3500000	282	155	1.40535288000547	1.36023703211829	-0.0036184535	0.0587499059979065	Q6	Q10	Q10
chr17 3500000 3600000	304	170	1.72286115717538	1.74810498602743	-0.0036184535	0.0587499059979065	Q6	Q10	Q10
chr17 3600000 3700000	294	154	1.57853921300724	1.33437916852434	-0.0036184535	0.0587499059979065	Q6	Q10	Q10
chr17 58900000 59000000	317	162	1.91047968459397	1.54124207727589	-0.003589374453	0.0596714021461096	Q6	Q10	Q10
chr2 141300000 141400000	293	156	1.56410701859043	1.38609489571223	-0.003497027869	0.0625978055270632	Q6	Q10	Q10
chr2 141500000 141600000	275	160	1.30432751908777	1.489526350088	-0.003497027869	0.0625978055270632	Q6	Q10	Q10
chr6 42200000 42300000	299	170	1.65070018509131	1.74810498602743	-0.00282037842	0.0840403879107712	Q6	Q10	Q10
chr6 42300000 42400000	347	174	2.3434455170984	1.85153644040321	-0.00282037842	0.0840403879107712	Q6	Q10	Q10
chr6 42400000 42500000	296	163	1.60740360184087	1.56709994086983	-0.00282037842	0.0840403879107712	Q6	Q10	Q10
chr6 42500000 42600000	347	175	2.3434455170984	1.87739430399715	-0.00282037842	0.0840403879107712	Q6	Q10	Q10
chr6 42700000 42800000	286	157	1.46308165767273	1.41195275930617	-0.00282037842	0.0840403879107712	Q6	Q10	Q10
chr17 75000000 75100000	305	176	1.7372933515922	1.90325216759109	-0.00272598525	0.0870316462753137	Q6	Q10	Q10
chr17 75200000 75300000	306	170	1.75172554600901	1.74810498602743	-0.00272598525	0.0870316462753137	Q6	Q10	Q10
chr17 75700000 75800000	337	164	2.19912357293025	1.59295780446378	-0.00272598525	0.0870316462753137	Q6	Q10	Q10
chr2 109700000 109800000	296	154	1.60740360184087	1.33437916852434	-0.00265530576	0.0892714334936484	Q6	Q10	Q10
chr6 15600000 15700000	304	154	1.72286115717538	1.33437916852434	-0.00245732264	0.0955453902188885	Q6	Q10	Q10
chr6 15700000 15800000	364	189	2.58879282218424	2.23940439431235	-0.00245732264	0.0955453902188885	Q6	Q10	Q10
chr6 15800000 15900000	367	183	2.63208940543468	2.0842572127487	-0.00245732264	0.0955453902188885	Q6	Q10	Q10
chr17 78100000 78200000	305	161	1.7372933515922	1.51538421368195	-0.00231686199	0.0999964971602231	Q6	Q10	Q10
chr17 78200000 78300000	305	156	1.7372933515922	1.38609489571223	-0.00231686199	0.0999964971602231	Q6	Q10	Q10
chr17 78300000 78400000	316	167	1.89604749017715	1.67053139524561	-0.00231686199	0.0999964971602231	Q6	Q10	Q10
