chr.x	starts	end	DAY0	DAY4	DIFF	label	AB_chr	AB_starts	AB_ends	DAY0_AB	DAY4_AB	chr.y	RE_starts	RE_ends	gene	log2FoldChange	padj	DAY0_Ets1	DAY4_Ets1	DAY0_p300	DAY4_p300	DAY0_ATAC	DAY4_ATAC	Ets1_FC	p300_FC	ATAC_FC	st	RE_len	cate	comp
chr10	31200000	31300000	-0.02076166441	0.02276715005	0.04352881446	chr10 31200000 31300000	chr10	31200000	31300000	-0.02076166441	0.02276715005	chr10	31294700	31296700	Hddc2	-0.00139990460140816	0.989713592243513	6	2	2	4	10	15	-3	2	1.5	+	2000	ENHANCER	BtoA
chr10	31300000	31400000	-0.02076166441	0.02276715005	0.04352881446	chr10 31300000 31400000	chr10	31300000	31400000	-0.02076166441	0.02276715005	chr10	31312383	31314383	Hddc2	-0.00139990460140816	0.989713592243513	3	3	6	1	935	882	0	-3.5	-1.06002265005663	+	2000	PROMOTER	BtoA
chr10	31400000	31500000	-0.02076166441	0.02276715005	0.04352881446	chr10 31400000 31500000	chr10	31400000	31500000	-0.02076166441	0.02276715005	chr10	31413165	31415165	Supt4b	NA	NA	4	4	0	3	15	31	0	4	2	+	2000	PROMOTER	BtoA
chr10	31400000	31500000	-0.02076166441	0.02276715005	0.04352881446	chr10 31400000 31500000	chr10	31400000	31500000	-0.02076166441	0.02276715005	chr10	31444958	31446958	Tpd52l1	-0.437409227794784	0.0223720674818081	7	4	1	2	142	111	-1.6	1.5	-1.27678571428571	+	2000	PROMOTER	BtoA
chr10	31600000	31700000	-0.02076166441	0.02276715005	0.04352881446	chr10 31600000 31700000	chr10	31600000	31700000	-0.02076166441	0.02276715005	chr10	31608184	31610184	Rnf217	-0.37791492891542	2.76147718210481e-11	6	3	2	1	332	250	-1.75	-1.5	-1.32669322709163	+	2000	PROMOTER	BtoA
chr10	33000000	33100000	-0.02076166441	0.02276715005	0.04352881446	chr10 33000000 33100000	chr10	33000000	33100000	-0.02076166441	0.02276715005	chr10	33079554	33081554	Trdn	NA	NA	11	1	4	6	12	12	-6	1.4	0	+	2000	PROMOTER	BtoA
chr10	33600000	33700000	-0.02076166441	0.02276715005	0.04352881446	chr10 33600000 33700000	chr10	33600000	33700000	-0.02076166441	0.02276715005	chr10	33623769	33625769	Clvs2	-0.331488650731842	0.91839821215633	3	2	1	0	25	21	-1.33333333333333	-2	-1.18181818181818	+	2000	PROMOTER	BtoA
chr10	33900000	34000000	-0.02076166441	0.02276715005	0.04352881446	chr10 33900000 34000000	chr10	33900000	34000000	-0.02076166441	0.02276715005	chr10	33904111	33906111	Rsph4a	1.11115634973152	NA	9	2	2	1	12	15	-3.33333333333333	-1.5	1.23076923076923	+	2000	PROMOTER	BtoA
chr10	33900000	34000000	-0.02076166441	0.02276715005	0.04352881446	chr10 33900000 34000000	chr10	33900000	34000000	-0.02076166441	0.02276715005	chr10	33950269	33952269	Zup1	0.303679196915889	6.64557298736965e-05	6	2	2	1	110	76	-2.33333333333333	-1.5	-1.44155844155844	+	2000	PROMOTER	BtoA
chr10	34300000	34400000	-0.02733896354	0.02825345089	0.05559241443	chr10 34300000 34400000	chr10	34300000	34400000	-0.02733896354	0.02825345089	chr10	34388981	34390981	Col10a1	0.393311715584548	0.750827021790363	5	1	4	5	10	25	-3	1.2	2.36363636363636	+	2000	PROMOTER	BtoA
chr10	34400000	34500000	-0.02733896354	0.02825345089	0.05559241443	chr10 34400000 34500000	chr10	34400000	34500000	-0.02733896354	0.02825345089	chr10	34417552	34419552	Nt5dc1	0.238622140401271	0.0022363646178859	8	1	4	2	387	271	-4.5	-1.66666666666667	-1.42647058823529	+	2000	PROMOTER	BtoA
chr10	34400000	34500000	-0.02733896354	0.02825345089	0.05559241443	chr10 34400000 34500000	chr10	34400000	34500000	-0.02733896354	0.02825345089	chr10	34482399	34484399	Frk	0.407363867664918	1.12959631103912e-11	6	1	8	3	233	161	-3.5	-2.25	-1.44444444444444	+	2000	PROMOTER	BtoA
chr10	44200000	44300000	-0.03589402889	0.03591932443	0.07181335332	chr10 44200000 44300000	chr10	44200000	44300000	-0.03589402889	0.03591932443	chr10	44267358	44269358	Atg5	0.48412177582538	3.8862937653791e-21	4	0	0	4	345	329	-5	5	-1.04848484848485	+	2000	PROMOTER	BtoA
chr10	44500000	44600000	-0.03589402889	0.03591932443	0.07181335332	chr10 44500000 44600000	chr10	44500000	44600000	-0.03589402889	0.03591932443	chr10	44527501	44529501	Prdm1	NA	NA	1	3	1	4	47	43	2	2.5	-1.09090909090909	+	2000	PROMOTER	BtoA
chr10	44500000	44600000	-0.03589402889	0.03591932443	0.07181335332	chr10 44500000 44600000	chr10	44500000	44600000	-0.03589402889	0.03591932443	chr10	44554400	44556400	Prdm1	NA	NA	3	1	4	2	1	6	-3	-2	6	+	2000	ENHANCER	BtoA
chr10	44900000	45000000	-0.03589402889	0.03591932443	0.07181335332	chr10 44900000 45000000	chr10	44900000	45000000	-0.03589402889	0.03591932443	chr10	44986300	44988300	Prep	-0.630769757631961	3.90204403085958e-75	5	3	0	1	19	17	-1.66666666666667	Inf	-1.11764705882353	+	2000	ENHANCER	BtoA
chr10	44900000	45000000	-0.03589402889	0.03591932443	0.07181335332	chr10 44900000 45000000	chr10	44900000	45000000	-0.03589402889	0.03591932443	chr10	44996300	44999000	Prep	-0.630769757631961	3.90204403085958e-75	5	1	4	3	41	23	-5	-1.33333333333333	-1.78260869565217	+	2700	ENHANCER	BtoA
chr10	45000000	45100000	-0.03589402889	0.03591932443	0.07181335332	chr10 45000000 45100000	chr10	45000000	45100000	-0.03589402889	0.03591932443	chr10	45066203	45068203	Prep	-0.630769757631961	3.90204403085958e-75	7	5	2	2	521	393	-1.33333333333333	0	-1.3248730964467	+	2000	PROMOTER	BtoA
chr10	45100000	45200000	-0.03589402889	0.03591932443	0.07181335332	chr10 45100000 45200000	chr10	45100000	45200000	-0.03589402889	0.03591932443	chr10	45177098	45179098	Popdc3	0.296159268832986	0.249079305000248	3	3	2	4	16	7	0	1.66666666666667	-2.125	+	2000	PROMOTER	BtoA
chr10	45300000	45400000	-0.03589402889	0.03591932443	0.07181335332	chr10 45300000 45400000	chr10	45300000	45400000	-0.03589402889	0.03591932443	chr10	45334772	45336772	Bves	0.422002862024873	NA	5	5	0	1	7	24	0	2	3.125	+	2000	PROMOTER	BtoA
chr10	45500000	45600000	-0.03589402889	0.03591932443	0.07181335332	chr10 45500000 45600000	chr10	45500000	45600000	-0.03589402889	0.03591932443	chr10	45576829	45578829	Hace1	-0.199531094475029	0.00639893918235908	5	1	3	2	176	95	-3	-1.33333333333333	-1.84375	+	2000	PROMOTER	BtoA
chr10	50500000	50600000	-0.03589402889	0.03591932443	0.07181335332	chr10 50500000 50600000	chr10	50500000	50600000	-0.03589402889	0.03591932443	chr10	50591669	50593669	Ascc3	0.708439369045495	4.50568548528479e-26	3	2	2	8	434	403	-1.33333333333333	3	-1.07673267326733	+	2000	PROMOTER	BtoA
chr10	50800000	50900000	-0.03589402889	0.03591932443	0.07181335332	chr10 50800000 50900000	chr10	50800000	50900000	-0.03589402889	0.03591932443	chr10	50894651	50896651	Sim1	NA	NA	3	1	4	2	17	21	-2	-1.66666666666667	1.22222222222222	+	2000	PROMOTER	BtoA
chr10	51100000	51200000	-0.03589402889	0.03591932443	0.07181335332	chr10 51100000 51200000	chr10	51100000	51200000	-0.03589402889	0.03591932443	chr10	51152500	51155300	Sim1	NA	NA	11	3	4	7	15	16	-3.66666666666667	1.75	1.06666666666667	+	2800	ENHANCER	BtoA
chr10	51500000	51600000	-0.03589402889	0.03591932443	0.07181335332	chr10 51500000 51600000	chr10	51500000	51600000	-0.03589402889	0.03591932443	chr10	51589517	51591517	Fam162b	NA	NA	4	2	2	3	28	37	-1.66666666666667	1.33333333333333	1.31034482758621	+	2000	PROMOTER	BtoA
chr10	51600000	51700000	-0.03589402889	0.03591932443	0.07181335332	chr10 51600000 51700000	chr10	51600000	51700000	-0.03589402889	0.03591932443	chr10	51630461	51632461	Gprc6a	NA	NA	6	1	1	3	10	14	-3.5	2	1.36363636363636	+	2000	PROMOTER	BtoA
chr10	51600000	51700000	-0.03589402889	0.03591932443	0.07181335332	chr10 51600000 51700000	chr10	51600000	51700000	-0.03589402889	0.03591932443	chr10	51676756	51678756	Rfx6	NA	NA	2	1	3	3	21	19	-1.5	0	-1.1	+	2000	PROMOTER	BtoA
chr10	52000000	52100000	-0.03589402889	0.03591932443	0.07181335332	chr10 52000000 52100000	chr10	52000000	52100000	-0.03589402889	0.03591932443	chr10	52021502	52023502	Vgll2	NA	NA	6	4	3	6	9	43	-1.4	1.75	4.4	+	2000	PROMOTER	BtoA
chr10	52100000	52200000	-0.03589402889	0.03591932443	0.07181335332	chr10 52100000 52200000	chr10	52100000	52200000	-0.03589402889	0.03591932443	chr10	52194244	52196244	Ros1	NA	NA	3	2	0	1	25	36	-1.33333333333333	2	1.42307692307692	+	2000	PROMOTER	BtoA
chr10	52200000	52300000	-0.03589402889	0.03591932443	0.07181335332	chr10 52200000 52300000	chr10	52200000	52300000	-0.03589402889	0.03591932443	chr10	52232619	52234619	Dcbld1	-0.327878647437565	4.49100016340359e-05	4	6	2	0	237	148	1.4	-3	-1.59731543624161	+	2000	PROMOTER	BtoA
chr10	52300000	52400000	-0.03589402889	0.03591932443	0.07181335332	chr10 52300000 52400000	chr10	52300000	52400000	-0.03589402889	0.03591932443	chr10	52381124	52383124	Gopc	0.00776760228677143	0.902193518963145	4	4	2	5	375	248	0	2	-1.51004016064257	+	2000	PROMOTER	BtoA
chr10	52300000	52400000	-0.03589402889	0.03591932443	0.07181335332	chr10 52300000 52400000	chr10	52300000	52400000	-0.03589402889	0.03591932443	chr10	52387972	52389972	Nepn	1.14767245884118	0.576123949700598	4	5	6	3	17	28	1.2	-1.75	1.61111111111111	+	2000	PROMOTER	BtoA
chr10	52400000	52500000	-0.03589402889	0.03591932443	0.07181335332	chr10 52400000 52500000	chr10	52400000	52500000	-0.03589402889	0.03591932443	chr10	52416547	52418547	Nus1	0.0154865728350199	0.766768248386245	3	5	2	3	393	385	1.5	1.33333333333333	-1.02072538860104	+	2000	PROMOTER	BtoA
chr10	53300000	53400000	-0.03589402889	0.03591932443	0.07181335332	chr10 53300000 53400000	chr10	53300000	53400000	-0.03589402889	0.03591932443	chr10	53336667	53338667	Pln	-0.331495130055765	NA	8	1	1	3	11	16	-4.5	2	1.41666666666667	+	2000	PROMOTER	BtoA
chr10	53300000	53400000	-0.03589402889	0.03591932443	0.07181335332	chr10 53300000 53400000	chr10	53300000	53400000	-0.03589402889	0.03591932443	chr10	53378947	53380947	Cep85l	0.154582784228614	0.153972943383953	2	2	2	3	267	191	0	1.33333333333333	-1.39583333333333	+	2000	PROMOTER	BtoA
chr10	53500000	53600000	-0.03589402889	0.03591932443	0.07181335332	chr10 53500000 53600000	chr10	53500000	53600000	-0.03589402889	0.03591932443	chr10	53595757	53597757	Asf1a	-0.248072200207956	0.00250829083757657	3	3	3	4	548	490	0	1.25	-1.11812627291242	+	2000	PROMOTER	BtoA
chr10	53600000	53700000	-0.03589402889	0.03591932443	0.07181335332	chr10 53600000 53700000	chr10	53600000	53700000	-0.03589402889	0.03591932443	chr10	53629439	53631439	Mcm9	-0.28538435522964	0.00117795776319823	5	1	1	2	511	433	-3	1.5	-1.17972350230415	+	2000	PROMOTER	BtoA
chr10	54000000	54100000	-0.03589402889	0.03591932443	0.07181335332	chr10 54000000 54100000	chr10	54000000	54100000	-0.03589402889	0.03591932443	chr10	54075609	54077609	Man1a	NA	NA	8	6	3	3	5	17	-1.28571428571429	0	3	+	2000	PROMOTER	BtoA
chr10	56100000	56200000	-0.03589402889	0.03591932443	0.07181335332	chr10 56100000 56200000	chr10	56100000	56200000	-0.03589402889	0.03591932443	chr10	56105917	56107917	Msl3l2	-0.47949564909902	0.501414930801777	7	4	4	2	25	26	-1.6	-1.66666666666667	1.03846153846154	+	2000	PROMOTER	BtoA
chr10	56200000	56300000	-0.03589402889	0.03591932443	0.07181335332	chr10 56200000 56300000	chr10	56200000	56300000	-0.03589402889	0.03591932443	chr10	56227689	56229689	Tbc1d32	-0.451277020548254	5.66133192404071e-11	5	4	2	1	241	209	-1.2	-1.5	-1.15238095238095	+	2000	PROMOTER	BtoA
chr10	56300000	56400000	-0.03589402889	0.03591932443	0.07181335332	chr10 56300000 56400000	chr10	56300000	56400000	-0.03589402889	0.03591932443	chr10	56376330	56378330	Gja1	0.100766187107506	0.0352339940429894	6	5	7	5	191	150	-1.16666666666667	-1.33333333333333	-1.27152317880795	+	2000	PROMOTER	BtoA
chr10	57400000	57500000	-0.03589402889	0.03591932443	0.07181335332	chr10 57400000 57500000	chr10	57400000	57500000	-0.03589402889	0.03591932443	chr10	57485385	57487385	Hsf2	-0.0156125463909048	0.903802380034453	4	1	0	4	429	430	-2.5	5	1.00232558139535	+	2000	PROMOTER	BtoA
chr10	57500000	57600000	-0.03589402889	0.03591932443	0.07181335332	chr10 57500000 57600000	chr10	57500000	57600000	-0.03589402889	0.03591932443	chr10	57531530	57533530	Serinc1	0.400422140720514	8.9744169104989e-57	2	0	0	3	229	276	-3	4	1.20434782608696	+	2000	PROMOTER	BtoA
chr10	57600000	57700000	-0.03589402889	0.03591932443	0.07181335332	chr10 57600000 57700000	chr10	57600000	57700000	-0.03589402889	0.03591932443	chr10	57630981	57632981	Pkib	0.332747044072275	0.179878818084939	3	2	2	2	16	13	-1.33333333333333	0	-1.21428571428571	+	2000	PROMOTER	BtoA
chr10	57700000	57800000	-0.03589402889	0.03591932443	0.07181335332	chr10 57700000 57800000	chr10	57700000	57800000	-0.03589402889	0.03591932443	chr10	57783881	57785881	Fabp7	1.40834196388086	0.175067613126921	3	1	5	3	19	14	-2	-1.5	-1.33333333333333	+	2000	PROMOTER	BtoA
chr10	57700000	57800000	-0.03589402889	0.03591932443	0.07181335332	chr10 57700000 57800000	chr10	57700000	57800000	-0.03589402889	0.03591932443	chr10	57793335	57795335	Smpdl3a	0.664118010526614	2.25219402890421e-10	4	1	0	2	41	41	-2.5	3	0	+	2000	PROMOTER	BtoA
chr10	58200000	58300000	-0.01902313784	0.02117206806	0.0401952059	chr10 58200000 58300000	chr10	58200000	58300000	-0.01902313784	0.02117206806	chr10	58254497	58256497	Gcc2	-0.0352542924167064	0.692264014020622	12	2	2	3	171	137	-4.33333333333333	1.33333333333333	-1.2463768115942	+	2000	PROMOTER	BtoA
chr10	63400000	63500000	-0.0398878031	0.04293350111	0.08282130421	chr10 63400000 63500000	chr10	63400000	63500000	-0.0398878031	0.04293350111	chr10	63429098	63431098	Ctnna3	4.96781423848648	9.43424649790367e-05	5	2	0	5	495	401	-2	6	-1.23383084577114	+	2000	PROMOTER	BtoA
chr10	64000000	64100000	-0.0398878031	0.04293350111	0.08282130421	chr10 64000000 64100000	chr10	64000000	64100000	-0.0398878031	0.04293350111	chr10	64089277	64091277	Lrrtm3	NA	NA	6	3	1	7	28	29	-1.75	4	1.03448275862069	+	2000	PROMOTER	BtoA
chr10	71300000	71400000	-0.04673315072	0.04618442207	0.09291757279	chr10 71300000 71400000	chr10	71300000	71400000	-0.04673315072	0.04618442207	chr10	71346763	71348763	Ipmk	0.00570945712075299	0.941359315895029	3	3	3	1	493	367	0	-2	-1.34239130434783	+	2000	PROMOTER	BtoA
chr10	71300000	71400000	-0.04673315072	0.04618442207	0.09291757279	chr10 71300000 71400000	chr10	71300000	71400000	-0.04673315072	0.04618442207	chr10	71343954	71345954	Cisd1	-0.250048196257747	4.51934955608676e-05	3	2	3	4	264	203	-1.33333333333333	1.25	-1.29901960784314	+	2000	PROMOTER	BtoA
chr10	72600000	72700000	-0.04673315072	0.04618442207	0.09291757279	chr10 72600000 72700000	chr10	72600000	72700000	-0.04673315072	0.04618442207	chr10	72653845	72655845	Zwint	-0.509162288023465	5.85477412062007e-35	3	6	1	1	300	229	1.75	0	-1.30869565217391	+	2000	PROMOTER	BtoA
chr10	74900000	75000000	-0.04673315072	0.04618442207	0.09291757279	chr10 74900000 75000000	chr10	74900000	75000000	-0.04673315072	0.04618442207	chr10	74966177	74968177	Gnaz	-2.53454304927489	0.649402758655417	6	6	4	3	22	40	0	-1.25	1.78260869565217	+	2000	PROMOTER	BtoA
chr10	75000000	75100000	-0.04673315072	0.04618442207	0.09291757279	chr10 75000000 75100000	chr10	75000000	75100000	-0.04673315072	0.04618442207	chr10	75036058	75038058	Rab36	-0.852966816647034	1.53775474485069e-15	3	4	1	1	225	180	1.25	0	-1.24861878453039	+	2000	PROMOTER	BtoA
chr10	75000000	75100000	-0.04673315072	0.04618442207	0.09291757279	chr10 75000000 75100000	chr10	75000000	75100000	-0.04673315072	0.04618442207	chr10	75031586	75033586	Rsph14	NA	NA	2	4	6	0	35	58	1.66666666666667	-7	1.63888888888889	+	2000	PROMOTER	BtoA
chr10	75000000	75100000	-0.04673315072	0.04618442207	0.09291757279	chr10 75000000 75100000	chr10	75000000	75100000	-0.04673315072	0.04618442207	chr10	75059592	75061592	Bcr	-0.656917473602564	7.59680541205439e-36	1	5	2	4	202	159	3	1.66666666666667	-1.26875	+	2000	PROMOTER	BtoA
chr10	78500000	78600000	-0.02238584337	0.02171728313	0.0441031265	chr10 78500000 78600000	chr10	78500000	78600000	-0.02238584337	0.02171728313	chr10	78573346	78575346	Ilvbl	-0.0849426203767402	0.493919416483976	1	5	2	5	560	571	3	2	1.01960784313725	+	2000	PROMOTER	BtoA
chr10	78500000	78600000	-0.02238584337	0.02171728313	0.0441031265	chr10 78500000 78600000	chr10	78500000	78600000	-0.02238584337	0.02171728313	chr10	78590964	78592964	Syde1	-0.834956833231118	9.81323933832869e-80	1	5	1	5	147	84	3	3	-1.74117647058824	+	2000	PROMOTER	BtoA
chr10	78700000	78800000	-0.02238584337	0.02171728313	0.0441031265	chr10 78700000 78800000	chr10	78700000	78800000	-0.02238584337	0.02171728313	chr10	78717294	78719294	Casp14	-3.97577065781961	4.90290139684752e-06	2	1	1	1	12	21	-1.5	0	1.69230769230769	+	2000	PROMOTER	BtoA
chr10	78700000	78800000	-0.02238584337	0.02171728313	0.0441031265	chr10 78700000 78800000	chr10	78700000	78800000	-0.02238584337	0.02171728313	chr10	78752065	78754065	Ccdc105	NA	NA	7	3	1	3	14	29	-2	2	2	+	2000	PROMOTER	BtoA
chr10	78700000	78800000	-0.02238584337	0.02171728313	0.0441031265	chr10 78700000 78800000	chr10	78700000	78800000	-0.02238584337	0.02171728313	chr10	78779496	78781496	Slc1a6	-3.20133989463227	1.8486024724351e-05	2	4	1	5	23	23	1.66666666666667	3	0	+	2000	PROMOTER	BtoA
chr10	79100000	79200000	-0.02238584337	0.02171728313	0.0441031265	chr10 79100000 79200000	chr10	79100000	79200000	-0.02238584337	0.02171728313	chr10	79147769	79149769	Vmn2r80	NA	NA	0	1	0	1	27	43	2	2	1.57142857142857	+	2000	PROMOTER	BtoA
chr10	79200000	79300000	-0.02238584337	0.02171728313	0.0441031265	chr10 79200000 79300000	chr10	79200000	79300000	-0.02238584337	0.02171728313	chr10	79246692	79248692	Vmn2r81	NA	NA	0	0	0	0	25	48	0	0	1.88461538461538	+	2000	PROMOTER	BtoA
chr10	79300000	79400000	-0.02238584337	0.02171728313	0.0441031265	chr10 79300000 79400000	chr10	79300000	79400000	-0.02238584337	0.02171728313	chr10	79355520	79357520	Vmn2r82	-0.331495618410371	NA	1	1	1	2	30	44	0	1.5	1.45161290322581	+	2000	PROMOTER	BtoA
chr10	79400000	79500000	-0.02238584337	0.02171728313	0.0441031265	chr10 79400000 79500000	chr10	79400000	79500000	-0.02238584337	0.02171728313	chr10	79467731	79469731	Vmn2r83	-1.33410907931387	NA	4	0	3	0	20	16	-5	-4	-1.23529411764706	+	2000	PROMOTER	BtoA
chr10	79500000	79600000	-0.02238584337	0.02171728313	0.0441031265	chr10 79500000 79600000	chr10	79500000	79600000	-0.02238584337	0.02171728313	chr10	79532796	79534796	Plpp2	-0.094366355295767	0.0905592420556992	5	6	3	5	363	263	1.16666666666667	1.5	-1.37878787878788	+	2000	PROMOTER	BtoA
chr10	79500000	79600000	-0.02238584337	0.02171728313	0.0441031265	chr10 79500000 79600000	chr10	79500000	79600000	-0.02238584337	0.02171728313	chr10	79530090	79532090	Mir6909	NA	NA	2	1	3	4	24	41	-1.5	1.25	1.68	+	2000	PROMOTER	BtoA
chr10	79500000	79600000	-0.02238584337	0.02171728313	0.0441031265	chr10 79500000 79600000	chr10	79500000	79600000	-0.02238584337	0.02171728313	chr10	79554199	79556199	Mier2	-0.0634360326261639	0.495055356156339	2	3	4	2	166	124	1.33333333333333	-1.66666666666667	-1.336	+	2000	PROMOTER	BtoA
chr10	79500000	79600000	-0.02238584337	0.02171728313	0.0441031265	chr10 79500000 79600000	chr10	79500000	79600000	-0.02238584337	0.02171728313	chr10	79586331	79588331	Theg	NA	NA	4	5	3	3	23	36	1.2	0	1.54166666666667	+	2000	PROMOTER	BtoA
chr10	81900000	82000000	-0.01578423897	0.01487732682	0.03066156579	chr10 81900000 82000000	chr10	81900000	82000000	-0.01578423897	0.01487732682	chr10	81929480	81931480	Zfp781	-0.0337580745262772	0.798966193813252	0	0	0	0	338	318	0	0	-1.06269592476489	+	2000	PROMOTER	BtoA
chr10	82000000	82100000	-0.01578423897	0.01487732682	0.03066156579	chr10 82000000 82100000	chr10	82000000	82100000	-0.01578423897	0.01487732682	chr10	82047123	82049123	Zfp873	-0.208289283409807	0.0982975681483036	1	1	1	0	431	321	0	-2	-1.3416149068323	+	2000	PROMOTER	BtoA
chr10	82100000	82200000	-0.01578423897	0.01487732682	0.03066156579	chr10 82100000 82200000	chr10	82100000	82200000	-0.01578423897	0.01487732682	chr10	82127013	82129013	AU041133	-0.0851948992480117	0.489372314688599	3	2	1	2	226	184	-1.33333333333333	1.5	-1.22702702702703	+	2000	PROMOTER	BtoA
chr10	82200000	82300000	-0.01578423897	0.01487732682	0.03066156579	chr10 82200000 82300000	chr10	82200000	82300000	-0.01578423897	0.01487732682	chr10	82240280	82242280	Zfp938	0.273867206055228	0.000186241854391219	2	0	1	1	180	154	-3	0	-1.16774193548387	+	2000	PROMOTER	BtoA
chr10	82600000	82700000	-0.01578423897	0.01487732682	0.03066156579	chr10 82600000 82700000	chr10	82600000	82700000	-0.01578423897	0.01487732682	chr10	82628828	82630828	Tdg	0.298903434654053	1.49442641178554e-12	5	2	4	1	304	262	-2	-2.5	-1.15969581749049	+	2000	PROMOTER	BtoA
chr10	82600000	82700000	-0.01578423897	0.01487732682	0.03066156579	chr10 82600000 82700000	chr10	82600000	82700000	-0.01578423897	0.01487732682	chr10	82695160	82697160	Hcfc2	0.617488166183571	2.22992819345673e-22	4	3	3	3	26	36	-1.25	0	1.37037037037037	+	2000	PROMOTER	BtoA
chr10	82600000	82700000	-0.01578423897	0.01487732682	0.03066156579	chr10 82600000 82700000	chr10	82600000	82700000	-0.01578423897	0.01487732682	chr10	82689650	82691650	Glt8d2	0.74173010766039	1.63413418829332e-22	6	2	0	2	254	275	-2.33333333333333	3	1.08235294117647	+	2000	PROMOTER	BtoA
chr10	85300000	85400000	-0.01854709394	0.01585004743	0.03439714137	chr10 85300000 85400000	chr10	85300000	85400000	-0.01854709394	0.01585004743	chr10	85385814	85387814	Btbd11	-0.508783238244492	0.000181074441599226	2	2	5	3	421	411	0	-1.5	-1.02427184466019	+	2000	PROMOTER	BtoA
chr10	85800000	85900000	-0.01854709394	0.01585004743	0.03439714137	chr10 85800000 85900000	chr10	85800000	85900000	-0.01854709394	0.01585004743	chr10	85828494	85830494	Pwp1	-0.19299838191481	0.000105807734558362	1	0	0	1	508	349	-2	2	-1.45428571428571	+	2000	PROMOTER	BtoA
chr10	85900000	86000000	-0.01854709394	0.01585004743	0.03439714137	chr10 85900000 86000000	chr10	85900000	86000000	-0.01854709394	0.01585004743	chr10	85926681	85928681	Ascl4	-2.0040534869345	0.725463211948743	3	5	4	4	16	21	1.5	0	1.29411764705882	+	2000	PROMOTER	BtoA
chr10	85900000	86000000	-0.01854709394	0.01585004743	0.03439714137	chr10 85900000 86000000	chr10	85900000	86000000	-0.01854709394	0.01585004743	chr10	85956823	85958823	Rtcb	-0.0495052931911575	0.126664534277752	3	3	2	2	142	64	0	0	-2.2	+	2000	PROMOTER	BtoA
