chr	enhancer_starts	enhancer_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr4	47150800	47152800	Col15a1	46	53	37	37	1.15217391304348	0	43.25	2.37041771832873	3.90772947315581e-202
chr9	63914400	63918200	Smad6	43	33	56	41	-1.3030303030303	-1.36585365853659	43.25	-0.38168791578053	1.70476074398966e-06
chr4	40868000	40871800	B4galt1	36	37	53	46	1.02777777777778	-1.15217391304348	43	-0.137264718704118	0.000206058265876629
chr19	5814900	5816900	Malat1	53	47	34	38	-1.12765957446809	1.11764705882353	43	0.298987049201841	0.402206591084975
chr19	34264900	34266900	Acta2	60	34	28	49	-1.76470588235294	1.75	42.75	-1.92012179099829	0
chr7	66217000	66220000	Lrrk1	49	44	28	49	-1.11363636363636	1.75	42.5	-0.259117846746901	0.00176086918468919
chr2	19663000	19666800	Otud1	35	25	57	52	-1.4	-1.09615384615385	42.25	0.579790599623395	9.95352171835151e-16
chr9	32546400	32551200	Fli1	47	22	42	58	-2.13636363636364	1.38095238095238	42.25	0.614323135573078	3.50780644131138e-09
chr10	38907300	38909300	Lama4	73	45	21	30	-1.62222222222222	1.42857142857143	42.25	-0.0767670160118717	0.0218066164301604
chr4	40780800	40782800	Smu1	31	51	33	53	1.64516129032258	1.60606060606061	42	0.042394882548254	0.581080053630056
chr9	65532300	65539500	Ankdd1a	48	30	37	53	-1.6	1.43243243243243	42	-0.331489915173708	NA
chr13	48565000	48568700	Ptpdc1	69	53	25	21	-1.30188679245283	-1.19047619047619	42	-0.474685487548513	1.07096035506116e-10
chr6	50662300	50664300	Npvf	61	36	37	33	-1.69444444444444	-1.12121212121212	41.75	-3.19710255278875	0.443111547274316
chr6	145966900	145968900	Sspn	56	38	29	44	-1.47368421052632	1.51724137931034	41.75	-0.437676139725566	4.17449738016532e-32
chr11	94915404	94917404	Col1a1	71	56	24	16	-1.26785714285714	-1.5	41.75	1.60088132945072	2.4029044253503e-126
chr19	34434600	34436600	Ch25h	44	58	31	34	1.31818181818182	1.09677419354839	41.75	0.259882690367178	0.535274574192369
chr5	135258100	135261600	Fzd9	51	55	22	38	1.07843137254902	1.72727272727273	41.5	1.7664638371144	3.72120993919323e-16
chr7	25705400	25708600	Ccdc97	43	46	41	36	1.06976744186047	-1.13888888888889	41.5	0.619392132878933	1.2659206721619e-24
chr9	71834800	71838500	Tcf12	51	39	34	42	-1.30769230769231	1.23529411764706	41.5	-0.156830979046842	6.25917624411103e-10
chr10	88301600	88303600	Dram1	64	36	22	44	-1.77777777777778	2	41.5	-0.179352757476811	0.00111768072892647
chr15	98025400	98029000	Senp1	25	25	48	68	0	1.41666666666667	41.5	-0.508155027409048	1.04388235273508e-17
chr17	46871100	46875100	Bicral	45	32	46	42	-1.40625	-1.0952380952381	41.25	0.085096621925511	0.179065488922415
chr2	154762200	154768216	Raly	34	28	42	60	-1.21428571428571	1.42857142857143	41	-0.555884247480928	2.61790455449507e-103
chr2	167260600	167262600	Ptgis	54	41	29	40	-1.31707317073171	1.37931034482759	41	1.96501786134129	2.39712354826783e-66
chr4	40873100	40875100	B4galt1	42	30	41	51	-1.4	1.24390243902439	41	-0.137264718704118	0.000206058265876629
chr4	47435000	47439700	Alg2	43	51	26	44	1.18604651162791	1.69230769230769	41	-0.0270993421465801	0.642827962703191
chr6	5442100	5444100	Asb4	53	58	31	22	1.09433962264151	-1.40909090909091	41	-2.48543153491861	0.210135805697029
chr10	76652800	76654800	Col6a2	47	46	32	39	-1.02173913043478	1.21875	41	0.110946142050067	0.000173077827805794
chr10	128778200	128780200	Mmp19	55	40	36	33	-1.375	-1.09090909090909	41	-1.07643711301096	6.88537502396833e-24
chr15	102370289	102372289	Sp7	36	49	30	49	1.36111111111111	1.63333333333333	41	1.91953195471887	0
chr17	73008600	73010600	Lbh	47	57	29	31	1.21276595744681	1.06896551724138	41	1.39146718798267	4.41997796190421e-223
chr17	79460800	79462800	Cdc42ep3	36	35	46	47	-1.02857142857143	1.02173913043478	41	1.30428672941616	3.11151772007935e-146
chr1	90650500	90652500	Cops8	48	55	28	32	1.14583333333333	1.14285714285714	40.75	-0.0120734731121197	0.917146487563814
chr2	167262700	167264700	Ptgis	49	55	29	30	1.12244897959184	1.03448275862069	40.75	1.96501786134129	2.39712354826783e-66
chr3	49869000	49872100	Pcdh18	50	46	31	36	-1.08695652173913	1.16129032258065	40.75	-0.414731920930319	4.45891784462571e-13
chr9	67572800	67575200	Tln2	38	50	33	42	1.31578947368421	1.27272727272727	40.75	-1.23564654083848	3.60386327479082e-61
chr8	106399100	106401100	Zfp90	49	40	26	47	-1.225	1.80769230769231	40.5	0.0326681106363987	0.700513309015557
chr12	16873200	16876200	Rock2	42	33	40	47	-1.27272727272727	1.175	40.5	-0.113505062403116	0.00373747247368635
chr1	92774400	92776400	Gpc1	44	41	35	41	-1.07317073170732	1.17142857142857	40.25	1.41058798422311	0
chr1	92814200	92816200	Gpc1	50	61	18	32	1.22	1.77777777777778	40.25	1.41058798422311	0
chr2	27857900	27859900	Col5a1	41	37	47	36	-1.10810810810811	-1.30555555555556	40.25	0.785565790215337	1.36963084557981e-96
chr2	73046200	73048200	Sp3os	60	51	24	26	-1.17647058823529	1.08333333333333	40.25	-0.626090320407586	1.30478421487497e-06
chr6	5446800	5448800	Pdk4	47	40	40	34	-1.175	-1.17647058823529	40.25	-1.362863762341	5.50730661899259e-196
chr6	135350100	135353000	Emp1	43	28	36	54	-1.53571428571429	1.5	40.25	-0.311415474828728	9.20872143058745e-23
chr1	163354900	163356900	Prrx1	54	50	17	39	-1.08	2.29411764705882	40	-0.102306218934829	0.000879645731143782
chr2	26549400	26552800	Egfl7	45	37	34	44	-1.21621621621622	1.29411764705882	40	-2.4357274904217	0.0109506183113611
chr5	33700900	33702900	Fgfr3	35	26	43	56	-1.34615384615385	1.30232558139535	40	0.567429891389502	5.41344403887778e-20
chr9	67012000	67014800	Tpm1	40	28	48	44	-1.42857142857143	-1.09090909090909	40	-1.06692382621358	5.01471379203474e-284
chr12	109435800	109442200	Dlk1	35	12	42	71	-2.91666666666667	1.69047619047619	40	NA	NA
chr3	107784800	107788400	Csf1	45	27	41	46	-1.66666666666667	1.1219512195122	39.75	-0.863718695328682	6.70442738668815e-36
chr8	13505700	13508300	Gas6	43	36	45	35	-1.19444444444444	-1.28571428571429	39.75	-1.37729293039884	2.7040178007886e-280
chr11	93987200	93989400	Spag9	41	43	35	40	1.04878048780488	1.14285714285714	39.75	0.586696774829507	1.04109385040997e-80
chr11	99131400	99135600	Ccr7	34	23	51	51	-1.47826086956522	0	39.75	-0.967588499553983	0.581296948720489
chr15	102377300	102379300	Sp7	60	57	12	30	-1.05263157894737	2.5	39.75	1.91953195471887	0
chr1	186608500	186611400	Tgfb2	56	36	32	34	-1.55555555555556	1.0625	39.5	-0.999533225899599	5.11042191967264e-40
chr5	36722900	36724900	Bloc1s4	38	44	27	49	1.15789473684211	1.81481481481481	39.5	0.0168250279229249	0.887111870835148
chr6	47365400	47368400	Cul1	26	37	42	53	1.42307692307692	1.26190476190476	39.5	-0.0153177082155175	0.727305397727793
chr15	102391800	102396800	Sp1	33	37	38	50	1.12121212121212	1.31578947368421	39.5	0.155186391785457	0.000709803299533709
chr19	53411200	53413200	Smndc1	38	31	39	50	-1.2258064516129	1.28205128205128	39.5	-0.0735577506682673	0.0631092810683185
chr1	92697200	92700200	Otos	24	37	40	56	1.54166666666667	1.4	39.25	2.96053238537423	3.60173470874306e-06
chr1	163128200	163131400	Mroh9	36	47	25	49	1.30555555555556	1.96	39.25	-0.992700927822145	NA
chr2	73036600	73039900	Sp3os	38	27	50	42	-1.40740740740741	-1.19047619047619	39.25	-0.626090320407586	1.30478421487497e-06
chr16	57251100	57253100	Tbc1d23	38	38	32	49	0	1.53125	39.25	0.898288308462128	8.66810722691705e-120
chr2	30705800	30707800	Mir3089	66	40	24	26	-1.65	1.08333333333333	39	NA	NA
chr6	39424919	39431000	Mkrn1	32	35	40	49	1.09375	1.225	39	0.381203297621434	4.78047270677466e-12
chr6	86598600	86601200	Asprv1	27	44	39	46	1.62962962962963	1.17948717948718	39	0.212277586593102	0.871661340945956
chr7	51839400	51841400	Gas2	33	60	25	38	1.81818181818182	1.52	39	-1.65145730669064	1.54928025612779e-73
chr7	141040400	141043600	B4galnt4	42	54	30	30	1.28571428571429	0	39	-0.0118831132069519	0.994605775234095
chr8	77825300	77827300	Ednra	39	44	30	43	1.12820512820513	1.43333333333333	39	-1.53149249899064	7.75728846088426e-143
chr11	32434800	32437900	Ubtd2	41	47	39	29	1.14634146341463	-1.3448275862069	39	-0.242819741082447	1.92184837798832e-05
chr11	70193000	70195000	Slc16a11	45	42	30	39	-1.07142857142857	1.3	39	0.133376203407673	0.925069945247761
chr1	92702900	92704900	Otos	41	50	21	43	1.21951219512195	2.04761904761905	38.75	2.96053238537423	3.60173470874306e-06
chr2	167372300	167374300	B4galt5	46	37	31	41	-1.24324324324324	1.32258064516129	38.75	0.162251771844404	0.00123494386560738
chr6	72091800	72093800	St3gal5	31	39	39	46	1.25806451612903	1.17948717948718	38.75	0.408559587140926	4.62874892803999e-26
chr6	88928600	88931400	Tpra1	38	30	55	32	-1.26666666666667	-1.71875	38.75	0.625762755484571	4.01081831592044e-14
chr8	106928800	106932700	Sntb2	52	43	23	37	-1.2093023255814	1.60869565217391	38.75	-0.878057025248605	8.36657721134574e-102
chr11	3545300	3547300	Smtn	41	47	29	38	1.14634146341463	1.31034482758621	38.75	0.834096211476711	1.37109047412331e-123
chr13	48779300	48781300	Phf2	57	45	21	32	-1.26666666666667	1.52380952380952	38.75	-0.114760670798937	0.00329376685605424
chr17	72954600	72956600	Lbh	38	35	34	48	-1.08571428571429	1.41176470588235	38.75	1.39146718798267	4.41997796190421e-223
chr2	26524600	26527600	Notch1	43	43	32	36	0	1.125	38.5	-0.962268585700756	7.23445136219031e-19
chr5	32402300	32406500	Plb1	31	24	49	50	-1.29166666666667	1.02040816326531	38.5	0.836745833979848	4.91419706391621e-23
chr5	77072400	77076100	Hopx	34	46	37	37	1.35294117647059	0	38.5	0.277975148641016	0.0561021532351139
chr8	126682000	126684600	Irf2bp2	36	30	34	54	-1.2	1.58823529411765	38.5	0.238272754920365	1.03773257979431e-07
chr11	4307900	4309900	Lif	56	43	20	35	-1.30232558139535	1.75	38.5	0.466613015286325	0.0433697504218821
chr11	102642800	102646600	Meioc	38	42	38	36	1.10526315789474	-1.05555555555556	38.5	0.22563454059436	0.85872783201482
chr11	105149392	105155000	Mettl2	20	22	59	53	1.1	-1.11320754716981	38.5	-0.435598937816644	2.29198251294241e-10
chr16	15294100	15296100	Ube2v2	51	46	30	27	-1.10869565217391	-1.11111111111111	38.5	0.193189769909938	0.00840465856608729
chr18	84880800	84893300	Cyb5a	40	32	37	45	-1.25	1.21621621621622	38.5	-0.842727195645752	2.63241207481188e-48
chr6	72472600	72474600	Mat2a	30	41	33	49	1.36666666666667	1.48484848484848	38.25	-0.4636988041175	3.14086694003717e-33
chr6	117270500	117273500	Cxcl12	30	23	36	64	-1.30434782608696	1.77777777777778	38.25	-1.20151763292382	2.41558293569907e-154
chr11	114843800	114845800	Gprc5c	36	43	24	50	1.19444444444444	2.08333333333333	38.25	2.31872076804547	0
chr19	5936900	5938900	Pola2	46	37	31	39	-1.24324324324324	1.25806451612903	38.25	-1.29899529672975	4.94514411063023e-149
chr1	72942200	72947600	Igfbp5	37	34	27	54	-1.08823529411765	2	38	-1.81278608773048	8.9951731659332e-68
chr6	36835700	36837700	Ptn	65	33	23	31	-1.96969696969697	1.34782608695652	38	-1.84938816245552	4.38435162895849e-280
chr7	15931000	15934900	Snord23	27	37	41	47	1.37037037037037	1.14634146341463	38	0.389822682309363	NA
chr19	44310700	44312700	Mir5114	38	27	33	54	-1.40740740740741	1.63636363636364	38	NA	NA
chr2	167823200	167825800	Ptpn1	31	45	40	35	1.45161290322581	-1.14285714285714	37.75	0.260069618017599	0.00183782159170629
chr3	142439200	142443200	Pdlim5	39	28	40	44	-1.39285714285714	1.1	37.75	-0.108014803883903	0.00533069121670308
chr5	146865100	146869200	Rasl11a	43	39	32	37	-1.1025641025641	1.15625	37.75	1.07218069071167	6.74411805767548e-21
chr6	113011400	113014000	Thumpd3	53	40	24	34	-1.325	1.41666666666667	37.75	-0.128007925734664	0.0620113031649175
chr7	145029500	145032500	Ccnd1	47	40	27	37	-1.175	1.37037037037037	37.75	0.394145879239174	2.67746702338897e-43
chr11	79919700	79921700	Utp6	51	37	29	34	-1.37837837837838	1.17241379310345	37.75	-0.255741581078899	4.06385331010499e-10
chr11	101717400	101719400	Dhx8	33	48	21	49	1.45454545454545	2.33333333333333	37.75	0.273275255469073	2.59660647832313e-11
chr1	189715100	189717100	Ptpn14	52	43	26	29	-1.2093023255814	1.11538461538462	37.5	0.21516832165383	1.29109144673516e-07
chr2	131401100	131403100	Rnf24	47	30	30	43	-1.56666666666667	1.43333333333333	37.5	-0.319368871143683	1.16286912021275e-11
chr7	28356600	28359000	Plekhg2	31	32	41	46	1.03225806451613	1.1219512195122	37.5	-0.597880204336129	4.41202289105784e-09
chr11	51875900	51877900	Jade2	38	24	44	44	-1.58333333333333	0	37.5	-1.68112645758034	1.70720970756398e-150
chr11	101841500	101843500	Meox1	48	37	29	36	-1.2972972972973	1.24137931034483	37.5	-1.25404712294608	0.069422355744831
chr12	112575800	112577800	Inf2	55	30	36	29	-1.83333333333333	-1.24137931034483	37.5	0.684441028550913	1.60067860017896e-60
chr17	73012000	73015200	Lbh	28	35	37	50	1.25	1.35135135135135	37.5	1.39146718798267	4.41997796190421e-223
chr5	148631900	148635400	Ubl3	34	14	47	54	-2.42857142857143	1.14893617021277	37.25	0.206844438086053	0.000250516531840179
chr6	146834800	146838200	Smco2	39	31	41	38	-1.25806451612903	-1.07894736842105	37.25	0.38982909723421	NA
chr8	126693500	126695500	Irf2bp2	36	28	29	56	-1.28571428571429	1.93103448275862	37.25	0.238272754920365	1.03773257979431e-07
chr1	90502800	90505800	Cops8	34	20	34	60	-1.7	1.76470588235294	37	-0.0120734731121197	0.917146487563814
chr5	135271100	135273100	Fzd9	48	47	28	25	-1.02127659574468	-1.12	37	1.7664638371144	3.72120993919323e-16
chr3	121552300	121554300	Slc44a3	52	57	11	27	1.09615384615385	2.45454545454545	36.75	0.274126588225483	0.152212220997839
chr7	98671400	98673400	Emsy	41	36	40	30	-1.13888888888889	-1.33333333333333	36.75	-0.0595768778246354	0.545856444094705
chr9	88273300	88275300	Nt5e	44	32	34	37	-1.375	1.08823529411765	36.75	1.76383277396217	0
chr10	37077600	37079600	Marcks	39	33	36	39	-1.18181818181818	1.08333333333333	36.75	-0.997450790472295	9.06634912678416e-128
chr10	77250800	77253000	Pofut2	52	28	29	38	-1.85714285714286	1.31034482758621	36.75	0.789739940404247	1.93115743519727e-88
chr14	20880100	20882100	Plau	43	55	19	30	1.27906976744186	1.57894736842105	36.75	-0.640424297879601	3.13992332644683e-24
chr1	45540800	45542800	Col5a2	52	58	18	18	1.11538461538462	0	36.5	0.824783554554646	2.33965061616104e-86
chr4	41329400	41333400	Dcaf12	35	34	48	29	-1.02941176470588	-1.6551724137931	36.5	0.282993851375721	1.15441119809308e-14
chr8	46868100	46870100	Irf2	59	48	18	21	-1.22916666666667	1.16666666666667	36.5	-0.129304702415767	0.106542779736687
chr8	72294400	72296800	Klf2	36	43	28	39	1.19444444444444	1.39285714285714	36.5	1.58041166353984	9.96495051037497e-107
chr9	62645200	62647800	Itga11	47	35	28	36	-1.34285714285714	1.28571428571429	36.5	0.436488143085456	9.01168258844888e-20
chr10	37240700	37242700	Marcks	52	40	18	36	-1.3	2	36.5	-0.997450790472295	9.06634912678416e-128
chr5	149352600	149355400	Medag	34	32	38	41	-1.0625	1.07894736842105	36.25	-2.25781614717646	1.35349765970306e-58
chr13	34147000	34151900	Psmg4	41	37	28	39	-1.10810810810811	1.39285714285714	36.25	-0.468255260402116	1.7663611605466e-05
chr15	97771400	97774600	Rapgef3	29	22	41	53	-1.31818181818182	1.29268292682927	36.25	-1.27329806088843	1.20494117636884e-13
chr17	14749200	14751200	Thbs2	16	31	42	56	1.9375	1.33333333333333	36.25	-1.01681749693163	3.89398558489675e-164
chr1	72750700	72752700	Rpl37a	27	36	29	52	1.33333333333333	1.79310344827586	36	0.153497051179176	0.0136631308867683
chr3	27858200	27860400	Tmem212	33	60	26	25	1.81818181818182	-1.04	36	2.37566958350516	NA
chr13	56304400	56308400	Cxcl14	39	18	45	42	-2.16666666666667	-1.07142857142857	36	NA	NA
chr19	56702700	56707100	Adrb1	22	31	37	54	1.40909090909091	1.45945945945946	36	NA	NA
chr2	148508300	148511600	Cd93	32	34	37	40	1.0625	1.08108108108108	35.75	0.357588708434236	0.550403875360272
chr3	54476900	54480300	Postn	32	37	32	42	1.15625	1.3125	35.75	-1.40733046794917	3.24478344867476e-237
chr6	149192200	149194600	Amn1	47	39	28	29	-1.20512820512821	1.03571428571429	35.75	0.549465951107934	2.15186745624011e-10
chr11	8673900	8675900	Tns3	36	24	26	57	-1.5	2.19230769230769	35.75	-0.807456019276827	1.364157152241e-83
chr11	20895600	20897600	Lgalsl	44	39	26	34	-1.12820512820513	1.30769230769231	35.75	1.205093164276	8.18772072446842e-148
chr14	31969200	31974000	Galnt15	27	31	42	43	1.14814814814815	1.02380952380952	35.75	0.618355212711372	0.00107295410113951
chr18	4522100	4524100	Jcad	52	41	27	23	-1.26829268292683	-1.17391304347826	35.75	-0.796816081957533	4.7845111459943e-75
chr1	163570100	163572700	Mettl11b	38	35	22	47	-1.08571428571429	2.13636363636364	35.5	NA	NA
chr5	36729900	36733500	Bloc1s4	32	32	47	31	0	-1.51612903225806	35.5	0.0168250279229249	0.887111870835148
chr7	115309600	115311600	Sox6	45	26	27	44	-1.73076923076923	1.62962962962963	35.5	0.163444399729243	0.100450113993667
chr10	76663000	76665000	Col6a2	47	51	17	27	1.08510638297872	1.58823529411765	35.5	0.110946142050067	0.000173077827805794
chr11	8703100	8705100	Tns3	45	26	41	29	-1.73076923076923	-1.41379310344828	35.25	-0.807456019276827	1.364157152241e-83
chr18	5440300	5442300	Zfp438	56	35	21	29	-1.6	1.38095238095238	35.25	-0.0824089740430542	0.607222253488992
chr1	192791200	192793400	Hhat	22	25	42	51	1.13636363636364	1.21428571428571	35	0.519691916167711	1.02492426544626e-11
chr4	55843100	55845100	Klf4	28	35	40	37	1.25	-1.08108108108108	35	2.30426284382789	0
chr6	48578300	48580300	Rarres2	41	43	20	36	1.04878048780488	1.8	35	0.748698618666787	2.43092897674339e-07
chr6	52063300	52065300	Halr1	42	42	22	34	0	1.54545454545455	35	0.734940650087101	0.627745845758079
chr9	63946300	63951000	Smad6	35	34	35	36	-1.02941176470588	1.02857142857143	35	-0.38168791578053	1.70476074398966e-06
chr11	32927830	32929830	Smim23	31	31	38	40	0	1.05263157894737	35	NA	NA
chr18	5413200	5415200	Zfp438	43	44	28	25	1.02325581395349	-1.12	35	-0.0824089740430542	0.607222253488992
chr1	182106600	182109900	Srp9	35	47	27	30	1.34285714285714	1.11111111111111	34.75	0.465969383242558	3.171366930975e-18
chr2	131252400	131256700	Pank2	31	31	39	38	0	-1.02631578947368	34.75	-0.486685492588441	1.37448709994994e-18
chr5	36720600	36722800	D5Ertd579e	37	36	28	38	-1.02777777777778	1.35714285714286	34.75	-0.321312598462845	1.19687196532673e-16
chr6	117218000	117221300	Cxcl12	31	21	53	34	-1.47619047619048	-1.55882352941176	34.75	-1.20151763292382	2.41558293569907e-154
chr10	125946900	125950100	Lrig3	42	30	36	31	-1.4	-1.16129032258065	34.75	-1.26869808397792	2.84693231371608e-92
chr11	12231000	12233200	Cobl	48	42	22	27	-1.14285714285714	1.22727272727273	34.75	-0.800254657189004	1.56661953295363e-48
chr11	59363600	59367000	Prss38	36	20	36	47	-1.8	1.30555555555556	34.75	-0.171515072487649	0.932679807655423
chr12	31217100	31220600	Lamb1	46	40	22	31	-1.15	1.40909090909091	34.75	-2.07443083457203	3.38744399897649e-296
chr2	12064700	12067900	Itga8	18	37	33	50	2.05555555555556	1.51515151515152	34.5	-1.58364854684719	2.30828494651448e-105
chr2	27846800	27849000	Col5a1	32	26	38	42	-1.23076923076923	1.10526315789474	34.5	0.785565790215337	1.36963084557981e-96
chr5	33233600	33236000	Ctbp1	29	24	35	50	-1.20833333333333	1.42857142857143	34.5	0.292618424241637	1.85686221278963e-17
chr10	7076100	7078100	Ipcef1	51	46	16	25	-1.10869565217391	1.5625	34.5	-1.93120182993356	0.287231587565763
chr15	96907600	96909600	Slc38a4	37	44	15	42	1.18918918918919	2.8	34.5	-0.0984775787261647	0.696612009895734
chr16	15113700	15115700	Efcab1	27	26	41	44	-1.03846153846154	1.07317073170732	34.5	-0.499619837264208	0.83893606179593
chr16	33675300	33677300	Heg1	20	32	30	56	1.6	1.86666666666667	34.5	1.04115266390918	8.56719289509064e-138
chr1	191419200	191422800	Ppp2r5a	29	25	45	38	-1.16	-1.18421052631579	34.25	0.229028472340235	3.29245631485029e-10
chr3	147444800	147446800	Ttll7	56	37	15	29	-1.51351351351351	1.93333333333333	34.25	0.843270895264476	1.569319434868e-10
chr2	27863600	27865600	Col5a1	28	29	35	44	1.03571428571429	1.25714285714286	34	0.785565790215337	1.36963084557981e-96
chr3	60408400	60410400	Mbnl1	40	53	18	25	1.325	1.38888888888889	34	0.272409571389914	1.01983616320225e-08
chr4	136148000	136151800	Id3	37	28	28	43	-1.32142857142857	1.53571428571429	34	0.360792980865973	1.75350979437899e-10
chr10	23531800	23533800	Eya4	47	29	32	28	-1.62068965517241	-1.14285714285714	34	-0.950170564293803	5.8076370893015e-83
